year,state,population_million,education_million,welfare_million,crime_rate,unemployment_rate,divorce_rate_per_1000_people,homeownership_rate,minimum_wage_effective,CPI_Average,avg_wage_index,poverty_rate
1997,North Carolina,7.593999999999999,11152.6,2491.3,607.0,3.8,4.3,70.2,4.75,160.5,27426.0,14.1
1998,North Carolina,7.742999999999999,12085.6,2591.0,579.4,3.5,4.2,71.3,5.15,163.0,28861.44,14.4
1999,North Carolina,7.895,13111.0,3248.7,542.1,3.3,4.1,71.7,5.15,166.6,30469.84,14.2
2000,North Carolina,8.079,14327.4,3322.3,497.6,3.7,4.0,71.1,5.15,172.2,32154.82,14.7
2001,North Carolina,8.203,15054.8,4045.8,493.1,5.6,4.0,71.3,5.15,177.1,32921.92,15.0
2002,North Carolina,8.317,15427.1,4294.4,471.0,6.9,3.9,70.0,5.15,179.9,33252.09,15.2
2003,North Carolina,8.416,16054.4,4836.9,454.1,6.7,3.8,70.0,5.15,184.0,34064.95,15.1
2004,North Carolina,8.531,17433.8,4734.7,447.8,5.9,3.7,69.8,5.15,188.9,35648.55,14.9
2005,North Carolina,8.669,18858.7,3567.7,468.7,5.6,3.6,70.9,5.15,195.3,36952.94,14.9
2006,North Carolina,8.867,20142.0,3212.5,475.2,5.1,3.7,70.2,5.15,201.6,38651.41,14.1
2007,North Carolina,9.064,20986.9,3620.1,466.1,5.1,3.6,70.3,6.15,207.342,40405.48,14.0
2008,North Carolina,9.247,22236.4,4091.3,467.6,6.2,3.5,69.4,6.15,215.303,41334.97,13.8
2009,North Carolina,9.381,23582.1,5463.0,404.5,11.0,3.5,70.1,6.55,214.537,40711.61,13.7
2010,North Carolina,9.575,23711.6,8325.5,362.7,10.7,3.6,69.5,7.25,218.05599999999998,41673.83,13.8
2011,North Carolina,9.658999999999999,23964.8,7604.4,346.3,10.3,3.6,68.3,7.25,224.93900000000002,42979.61,14.7
2012,North Carolina,9.752,24408.9,6988.5,353.5,9.5,3.4,67.2,7.25,229.59400000000002,44321.67,14.7
2013,North Carolina,9.847000000000001,24371.1,6267.1,341.0,7.8,3.3,67.3,7.25,232.957,44888.16,16.0
2014,North Carolina,9.937000000000001,24398.5,5888.7,329.1,6.1,3.2,66.4,7.25,236.736,46481.52,16.1
1984,North Dakota,0.647,641.1,249.9,53.6,5.3,4.9778,70.1,3.35,103.9,16135.07,18.4
1985,North Dakota,0.6459999999999999,687.6,290.1,47.0,5.5,4.9222,69.9,3.35,107.6,16822.51,17.9
1986,North Dakota,0.644,711.4,292.2,51.3,5.6,4.8667,69.2,3.35,109.6,17321.82,17.1
1987,North Dakota,0.643,731.2,370.1,56.8,5.0,4.8111,68.9,3.35,113.6,18426.51,16.4
1988,North Dakota,0.642,747.6,366.7,59.1,4.6,4.7556,67.7,3.35,118.3,19334.04,15.9
1989,North Dakota,0.64,791.7,408.5,63.2,4.3,4.7,67.1,3.35,124.0,20099.55,15.5
1990,North Dakota,0.639,855.8,418.8,73.9,4.1,4.7,67.2,3.35,130.7,21027.98,15.1
1991,North Dakota,0.639,855.9,413.5,65.4,4.3,4.6429,65.4,3.8,136.2,21811.6,14.8
1992,North Dakota,0.639,929.8,242.3,83.3,4.6,4.5857,63.7,4.25,140.3,22935.42,14.5
1993,North Dakota,0.64,969.6,273.4,82.2,4.3,4.5286,62.7,4.25,144.5,23132.67,13.8
1994,North Dakota,0.64,1007.1,257.8,81.8,3.7,4.4714,63.3,4.25,148.2,23753.53,12.5
1995,North Dakota,0.64,1015.2,295.1,86.7,3.3,4.4143,67.3,4.25,152.4,24705.66,11.9
1996,North Dakota,0.6409999999999999,1027.7,261.3,84.0,3.1,4.3571,68.2,4.25,156.9,25913.9,11.6
1997,North Dakota,0.6409999999999999,1063.5,274.0,87.2,2.9,4.3,68.1,4.75,160.5,27426.0,11.0
1998,North Dakota,0.642,1144.4,302.5,89.3,3.0,4.2,68.0,5.15,163.0,28861.44,10.8
1999,North Dakota,0.642,1203.8,424.3,66.9,3.1,4.1,70.1,5.15,166.6,30469.84,11.3
2000,North Dakota,0.6409999999999999,1263.4,342.7,81.4,3.0,4.0,70.7,5.15,172.2,32154.82,11.0
2001,North Dakota,0.636,1293.3,442.8,79.3,2.8,4.0,71.0,5.15,177.1,32921.92,10.5
2002,North Dakota,0.634,1322.0,341.2,78.2,3.4,3.9,69.4,5.15,179.9,33252.09,10.1
2003,North Dakota,0.633,1441.1,414.6,80.2,3.5,3.8,68.7,5.15,184.0,34064.95,10.2
2004,North Dakota,0.636,1536.0,366.4,87.7,3.4,3.7,70.0,5.15,188.9,35648.55,9.8
2005,North Dakota,0.635,1610.0,320.2,111.3,3.3,3.6,68.5,5.15,195.3,36952.94,9.6
2006,North Dakota,0.637,1676.2,323.1,197.4,3.1,3.7,68.3,5.15,201.6,38651.41,9.5
2007,North Dakota,0.638,1757.4,374.8,209.9,3.0,3.6,66.0,5.15,207.342,40405.48,9.5
2008,North Dakota,0.6409999999999999,1866.5,425.4,224.6,3.1,3.5,66.6,5.85,215.303,41334.97,9.3
2009,North Dakota,0.647,1920.4,480.6,266.4,3.9,3.5,65.7,6.55,214.537,40711.61,8.9
2010,North Dakota,0.675,2173.0,483.1,229.5,3.7,3.6,67.1,7.25,218.05599999999998,41673.83,8.8
2011,North Dakota,0.6859999999999999,2244.1,475.7,248.1,3.3,3.6,68.3,7.25,224.93900000000002,42979.61,9.1
2012,North Dakota,0.7020000000000001,2370.9,403.3,245.7,2.9,3.4,66.2,7.25,229.59400000000002,44321.67,9.4
2013,North Dakota,0.723,2550.3,443.7,273.4,2.9,3.3,68.0,7.25,232.957,44888.16,9.7
2014,North Dakota,0.7390000000000001,2663.8,436.1,270.4,2.6,3.2,64.5,7.25,236.736,46481.52,10.1
1984,Ohio,10.817,7774.0,5136.2,385.3,9.5,4.9778,67.7,3.35,103.9,16135.07,17.1
1985,Ohio,10.822000000000001,8599.3,5685.8,381.6,8.9,4.9222,67.9,3.35,107.6,16822.51,16.9
1986,Ohio,10.827,9320.3,6124.6,420.9,8.3,4.8667,68.2,3.35,109.6,17321.82,16.4
1987,Ohio,10.832,9756.3,6449.0,421.3,7.1,4.8111,68.6,3.35,113.6,18426.51,15.8
1988,Ohio,10.837,10336.4,6741.1,452.0,6.0,4.7556,69.6,3.35,118.3,19334.04,15.3
1989,Ohio,10.842,11014.9,7063.9,468.6,5.6,4.7,69.6,3.35,124.0,20099.55,15.0
1990,Ohio,10.847000000000001,12050.5,7933.6,506.2,5.8,4.7,68.7,3.35,130.7,21027.98,14.8
1991,Ohio,10.897,12660.8,9150.0,561.8,6.5,4.6429,68.7,3.8,136.2,21811.6,14.7
1992,Ohio,10.947000000000001,13672.9,4855.3,525.9,7.4,4.5857,69.1,4.25,140.3,22935.42,15.2
1993,Ohio,10.997,14153.6,4868.1,504.1,6.7,4.5286,68.5,4.25,144.5,23132.67,14.7
1994,Ohio,11.047,14865.4,5069.5,485.8,5.7,4.4714,67.4,4.25,148.2,23753.53,14.5
1995,Ohio,11.097000000000001,15770.4,5315.2,482.5,4.9,4.4143,67.9,4.25,152.4,24705.66,13.5
1996,Ohio,11.148,16926.7,4986.2,428.7,5.0,4.3571,69.2,4.25,156.9,25913.9,12.6
1997,Ohio,11.199000000000002,17645.5,4790.9,435.4,4.6,4.3,69.0,4.75,160.5,27426.0,11.9
1998,Ohio,11.25,18617.4,4714.1,362.5,4.3,4.2,70.7,5.15,163.0,28861.44,11.7
1999,Ohio,11.302,19496.8,4676.1,316.4,4.3,4.1,70.7,5.15,166.6,30469.84,11.1
2000,Ohio,11.364,20994.0,4584.5,334.1,4.1,4.0,71.3,5.15,172.2,32154.82,11.1
2001,Ohio,11.397,22606.2,5754.1,351.4,4.4,4.0,71.2,5.15,177.1,32921.92,11.1
2002,Ohio,11.421,24033.4,6685.2,351.7,5.8,3.9,72.1,5.15,179.9,33252.09,11.0
2003,Ohio,11.445,25635.5,7579.5,333.9,6.2,3.8,72.8,5.15,184.0,34064.95,11.2
2004,Ohio,11.465,26964.4,7355.5,338.7,6.3,3.7,73.1,5.15,188.9,35648.55,11.5
2005,Ohio,11.475,27958.7,7026.7,350.1,5.9,3.6,73.3,5.15,195.3,36952.94,11.7
2006,Ohio,11.493,29263.6,7025.1,361.5,5.4,3.7,72.1,5.15,201.6,38651.41,11.9
2007,Ohio,11.520999999999999,30409.4,7801.2,355.4,5.6,3.6,71.4,6.85,207.342,40405.48,11.8
2008,Ohio,11.527999999999999,31347.2,8644.3,352.0,6.6,3.5,70.8,7.0,215.303,41334.97,11.9
2009,Ohio,11.543,31841.0,10439.1,331.9,10.2,3.5,69.7,7.3,214.537,40711.61,11.8
2010,Ohio,11.539000000000001,33210.4,13247.9,314.7,10.3,3.6,69.7,7.3,218.05599999999998,41673.83,12.3
2011,Ohio,11.546,33763.4,12387.6,305.2,8.8,3.6,68.9,7.4,224.93900000000002,42979.61,12.2
2012,Ohio,11.550999999999998,33483.8,10358.2,301.5,7.4,3.4,67.9,7.7,229.59400000000002,44321.67,12.6
2013,Ohio,11.58,33368.1,9279.1,291.4,7.5,3.3,67.9,7.85,232.957,44888.16,12.7
2014,Ohio,11.607000000000001,33087.0,10068.6,285.7,5.8,3.2,67.3,7.25,236.736,46481.52,12.3
1984,Oklahoma,3.073,2550.4,1039.9,407.5,6.8,4.9778,71.0,3.35,103.9,16135.07,19.6
1985,Oklahoma,3.085,2665.5,978.0,422.0,7.1,4.9222,70.5,3.35,107.6,16822.51,20.2
1986,Oklahoma,3.097,2919.5,1152.8,436.4,8.3,4.8667,69.7,3.35,109.6,17321.82,20.2
1987,Oklahoma,3.109,2776.1,1251.8,417.6,7.2,4.8111,70.9,3.35,113.6,18426.51,20.8
1988,Oklahoma,3.1210000000000004,2844.0,1245.3,434.5,6.3,4.7556,72.1,3.35,118.3,19334.04,20.3
1989,Oklahoma,3.133,3069.3,1318.3,491.5,5.7,4.7,71.4,3.35,124.0,20099.55,20.4
1990,Oklahoma,3.1460000000000004,3222.3,1363.2,547.5,5.4,4.7,70.3,3.35,130.7,21027.98,20.5
1991,Oklahoma,3.175,3460.1,1567.2,583.7,6.0,4.6429,69.2,3.8,136.2,21811.6,20.9
1992,Oklahoma,3.2039999999999997,3763.2,909.5,622.8,5.9,4.5857,68.9,4.25,140.3,22935.42,21.0
1993,Oklahoma,3.234,3989.5,938.3,634.8,5.6,4.5286,70.3,4.25,144.5,23132.67,20.7
1994,Oklahoma,3.264,4236.5,888.2,651.5,5.3,4.4714,68.5,4.25,148.2,23753.53,19.4
1995,Oklahoma,3.295,4486.8,985.2,664.1,4.4,4.4143,69.8,4.25,152.4,24705.66,17.8
1996,Oklahoma,3.325,4578.5,827.3,597.1,4.0,4.3571,68.4,4.25,156.9,25913.9,15.7
1997,Oklahoma,3.3560000000000003,4832.1,822.2,559.5,4.0,4.3,68.5,4.75,160.5,27426.0,14.0
1998,Oklahoma,3.387,5190.6,792.5,539.4,4.1,4.2,69.7,5.15,163.0,28861.44,13.5
1999,Oklahoma,3.4189999999999996,5546.1,877.7,508.2,3.5,4.1,71.5,5.15,166.6,30469.84,13.3
2000,Oklahoma,3.4539999999999997,5901.4,844.3,497.8,3.0,4.0,72.7,5.15,172.2,32154.82,13.4
2001,Oklahoma,3.465,6391.2,1275.0,510.9,3.6,4.0,71.5,5.15,177.1,32921.92,13.5
2002,Oklahoma,3.485,6970.8,1148.5,504.0,4.6,3.9,69.6,5.15,179.9,33252.09,12.9
2003,Oklahoma,3.4989999999999997,7278.0,1551.0,506.4,5.4,3.8,69.1,5.15,184.0,34064.95,13.2
2004,Oklahoma,3.514,6993.2,1231.6,500.5,4.7,3.7,71.1,5.15,188.9,35648.55,12.9
2005,Oklahoma,3.533,7637.6,1221.8,509.2,4.3,3.6,72.9,5.15,195.3,36952.94,12.7
2006,Oklahoma,3.574,8113.7,1220.9,500.2,3.9,3.7,71.6,5.15,201.6,38651.41,12.6
2007,Oklahoma,3.612,8767.1,1355.9,504.1,4.0,3.6,70.3,5.15,207.342,40405.48,12.8
2008,Oklahoma,3.6439999999999997,9246.0,1368.3,531.5,3.6,3.5,70.4,5.85,215.303,41334.97,12.4
2009,Oklahoma,3.687,9660.4,1671.2,503.4,6.6,3.5,69.6,6.55,214.537,40711.61,12.0
2010,Oklahoma,3.76,10223.6,2467.3,481.4,6.5,3.6,69.2,7.25,218.05599999999998,41673.83,12.1
2011,Oklahoma,3.7889999999999997,9375.0,2287.4,457.5,5.6,3.6,69.4,7.25,224.93900000000002,42979.61,12.3
2012,Oklahoma,3.819,9484.3,2073.3,474.4,5.1,3.4,68.8,7.25,229.59400000000002,44321.67,13.0
2013,Oklahoma,3.8539999999999996,9632.1,1947.9,446.1,5.1,3.3,69.9,7.25,232.957,44888.16,13.1
2014,Oklahoma,3.8789999999999996,10172.5,2010.5,413.8,4.3,3.2,69.3,7.25,236.736,46481.52,13.1
1984,Oregon,2.715,2435.8,1043.7,506.1,9.3,4.9778,61.9,3.35,103.9,16135.07,19.8
1985,Oregon,2.736,2500.7,1157.8,551.1,8.6,4.9222,61.5,3.35,107.6,16822.51,19.3
1986,Oregon,2.7569999999999997,2689.1,1044.2,549.7,7.9,4.8667,63.9,3.35,109.6,17321.82,17.8
1987,Oregon,2.778,2934.9,1089.5,539.5,6.2,4.8111,64.6,3.35,113.6,18426.51,17.4
1988,Oregon,2.799,3157.4,1112.3,545.7,5.7,4.7556,64.0,3.35,118.3,19334.04,17.5
1989,Oregon,2.821,3464.7,1214.8,518.6,5.4,4.7,63.4,3.35,124.0,20099.55,17.0
1990,Oregon,2.842,3737.0,1412.2,506.8,5.4,4.7,64.4,3.35,130.7,21027.98,16.1
1991,Oregon,2.8960000000000004,3953.0,1745.4,506.3,6.2,4.6429,65.2,4.75,136.2,21811.6,16.7
1992,Oregon,2.95,4226.5,1318.2,510.2,7.3,4.5857,64.3,4.75,140.3,22935.42,16.7
1993,Oregon,3.005,4543.2,1468.4,503.1,7.0,4.5286,63.8,4.75,144.5,23132.67,16.3
1994,Oregon,3.0610000000000004,4721.8,1431.7,520.6,5.3,4.4714,63.9,4.75,148.2,23753.53,16.1
1995,Oregon,3.1180000000000003,4955.2,1674.2,522.4,4.8,4.4143,63.2,4.75,152.4,24705.66,16.1
1996,Oregon,3.177,5377.4,1597.7,463.1,5.6,4.3571,63.1,4.75,156.9,25913.9,16.0
1997,Oregon,3.236,5643.0,1826.8,444.4,5.5,4.3,61.0,5.5,160.5,27426.0,15.3
1998,Oregon,3.2969999999999997,5978.0,1609.1,419.8,5.7,4.2,63.4,6.0,163.0,28861.44,15.1
1999,Oregon,3.359,6319.8,1819.3,374.9,5.5,4.1,64.3,6.0,166.6,30469.84,15.0
2000,Oregon,3.431,6585.0,1922.2,350.7,5.2,4.0,65.3,6.5,172.2,32154.82,14.6
2001,Oregon,3.47,6971.9,2389.9,306.6,6.4,4.0,65.8,6.5,177.1,32921.92,13.8
2002,Oregon,3.517,7667.4,2718.9,292.5,7.5,3.9,66.2,6.5,179.9,33252.09,13.6
2003,Oregon,3.55,7669.6,3301.5,294.8,8.0,3.8,68.0,6.9,184.0,34064.95,13.5
2004,Oregon,3.574,7687.8,2858.1,298.6,7.4,3.7,69.0,7.05,188.9,35648.55,13.2
2005,Oregon,3.6180000000000003,8022.8,2440.2,287.0,6.2,3.6,68.2,7.25,195.3,36952.94,13.2
2006,Oregon,3.678,8476.0,2327.7,284.6,5.4,3.7,68.1,7.5,201.6,38651.41,13.0
2007,Oregon,3.733,8825.6,2390.9,293.9,5.2,3.6,65.7,7.8,207.342,40405.48,12.7
2008,Oregon,3.783,9835.2,2520.5,261.4,6.2,3.5,66.2,7.95,215.303,41334.97,12.7
2009,Oregon,3.826,10741.7,3476.7,260.6,10.8,3.5,68.2,8.4,214.537,40711.61,12.8
2010,Oregon,3.838,10549.5,4990.0,251.4,10.7,3.6,66.3,8.4,218.05599999999998,41673.83,12.9
2011,Oregon,3.873,10643.9,4474.1,249.3,9.6,3.6,66.4,8.5,224.93900000000002,42979.61,13.9
2012,Oregon,3.9,11225.5,5307.0,247.1,8.8,3.4,66.1,8.8,229.59400000000002,44321.67,14.0
2013,Oregon,3.924,11350.8,4893.0,242.8,7.8,3.3,64.2,8.95,232.957,44888.16,14.2
2014,Oregon,3.965,11906.6,5107.7,259.2,6.7,3.2,62.8,9.1,236.736,46481.52,14.8
1984,Pennsylvania,11.870999999999999,7583.7,5371.3,320.6,8.9,4.9778,71.1,3.35,103.9,16135.07,18.0
1985,Pennsylvania,11.873,8415.5,5696.7,331.1,8.0,4.9222,71.6,3.35,107.6,16822.51,17.5
1986,Pennsylvania,11.875,9244.4,5749.6,358.6,7.0,4.8667,72.3,3.35,109.6,17321.82,16.2
1987,Pennsylvania,11.876,10098.8,6004.2,369.4,5.7,4.8111,71.8,3.35,113.6,18426.51,14.9
1988,Pennsylvania,11.878,10930.3,6049.8,362.0,5.1,4.7556,72.1,3.35,118.3,19334.04,14.5
1989,Pennsylvania,11.88,12159.2,6511.9,378.6,4.9,4.7,72.8,3.35,124.0,20099.55,14.5
1990,Pennsylvania,11.882,13297.9,6983.7,431.0,5.5,4.7,73.8,3.35,130.7,21027.98,14.5
1991,Pennsylvania,11.921,13550.2,8411.2,450.0,6.9,4.6429,74.0,3.8,136.2,21811.6,14.9
1992,Pennsylvania,11.960999999999999,15463.1,7411.7,427.0,7.5,4.5857,73.1,4.25,140.3,22935.42,15.2
1993,Pennsylvania,12.0,17012.0,7597.4,417.5,6.9,4.5286,72.0,4.25,144.5,23132.67,15.1
1994,Pennsylvania,12.04,15901.2,7527.1,426.7,6.3,4.4714,71.8,4.25,148.2,23753.53,15.1
1995,Pennsylvania,12.08,16548.1,8633.0,427.3,5.9,4.4143,71.5,4.25,152.4,24705.66,14.9
1996,Pennsylvania,12.12,18152.2,7946.9,480.3,5.5,4.3571,71.7,4.25,156.9,25913.9,14.1
1997,Pennsylvania,12.16,18724.3,7933.5,442.1,5.1,4.3,73.3,4.75,160.5,27426.0,13.2
1998,Pennsylvania,12.2,21032.6,7611.0,420.5,4.7,4.2,73.9,5.15,163.0,28861.44,12.5
1999,Pennsylvania,12.241,22401.6,7914.7,420.5,4.5,4.1,75.2,5.15,166.6,30469.84,12.0
2000,Pennsylvania,12.286,23411.8,8117.0,420.0,4.2,4.0,74.7,5.15,172.2,32154.82,11.6
2001,Pennsylvania,12.3,24189.5,9088.0,409.9,4.8,4.0,74.3,5.15,177.1,32921.92,11.5
2002,Pennsylvania,12.325999999999999,24478.9,10406.7,402.1,5.6,3.9,74.0,5.15,179.9,33252.09,11.6
2003,Pennsylvania,12.357999999999999,26809.8,10174.5,397.8,5.7,3.8,73.7,5.15,184.0,34064.95,11.8
2004,Pennsylvania,12.388,29048.7,9806.8,411.5,5.4,3.7,74.9,5.15,188.9,35648.55,11.7
2005,Pennsylvania,12.418,30423.4,9550.7,425.3,5.0,3.6,73.3,5.15,195.3,36952.94,11.5
2006,Pennsylvania,12.470999999999998,31647.8,9525.9,442.3,4.7,3.7,73.2,5.15,201.6,38651.41,11.2
2007,Pennsylvania,12.523,32068.3,9693.7,416.7,4.6,3.6,72.9,6.25,207.342,40405.48,10.9
2008,Pennsylvania,12.565999999999999,33619.2,10391.9,410.0,5.3,3.5,72.6,7.15,215.303,41334.97,10.8
2009,Pennsylvania,12.605,34736.9,12437.6,382.3,8.0,3.5,72.2,7.15,214.537,40711.61,10.9
2010,Pennsylvania,12.710999999999999,35405.8,16524.4,366.5,8.2,3.6,72.2,7.25,218.05599999999998,41673.83,11.5
2011,Pennsylvania,12.747,35594.1,15368.3,362.4,7.8,3.6,71.1,7.25,224.93900000000002,42979.61,11.9
2012,Pennsylvania,12.769,35723.5,12817.3,355.5,7.7,3.4,71.0,7.25,229.59400000000002,44321.67,12.1
2013,Pennsylvania,12.78,37911.5,12169.2,335.1,7.1,3.3,71.5,7.25,232.957,44888.16,12.5
2014,Pennsylvania,12.792,38263.2,12121.7,315.0,5.9,3.2,69.7,7.25,236.736,46481.52,11.8
1984,Rhode Island,0.9690000000000001,729.7,546.0,334.7,5.3,4.9778,60.9,3.35,103.9,16135.07,17.7
1985,Rhode Island,0.975,773.1,591.6,346.6,4.7,4.9222,61.4,3.35,107.6,16822.51,15.9
1986,Rhode Island,0.981,830.9,636.6,335.5,4.1,4.8667,62.2,3.35,109.6,17321.82,14.1
1987,Rhode Island,0.986,890.8,670.1,359.7,3.7,4.8111,60.4,3.35,113.6,18426.51,12.4
1988,Rhode Island,0.992,988.6,681.7,396.7,2.9,4.7556,62.0,3.65,118.3,19334.04,12.0
1989,Rhode Island,0.998,1064.1,732.8,378.0,3.9,4.7,61.2,3.65,124.0,20099.55,12.4
1990,Rhode Island,1.003,1210.9,828.5,431.9,6.2,4.7,58.5,3.65,130.7,21027.98,13.3
1991,Rhode Island,1.008,1231.2,1047.5,462.0,8.4,4.6429,58.2,4.25,136.2,21811.6,13.9
1992,Rhode Island,1.012,1356.1,822.6,394.5,9.0,4.5857,56.8,4.45,140.3,22935.42,14.9
1993,Rhode Island,1.0170000000000001,1355.6,870.4,401.7,7.5,4.5286,57.6,4.45,144.5,23132.67,15.4
1994,Rhode Island,1.021,1439.1,877.0,375.5,6.6,4.4714,56.5,4.45,148.2,23753.53,15.7
1995,Rhode Island,1.026,1482.8,957.5,368.0,6.3,4.4143,57.9,4.45,152.4,24705.66,15.8
1996,Rhode Island,1.03,1519.1,875.4,347.2,5.2,4.3571,56.6,4.45,156.9,25913.9,15.5
1997,Rhode Island,1.035,1601.2,837.3,333.5,5.3,4.3,58.7,5.15,160.5,27426.0,14.6
1998,Rhode Island,1.0390000000000001,1673.6,793.8,312.1,4.5,4.2,59.8,5.15,163.0,28861.44,14.1
1999,Rhode Island,1.044,1797.6,808.3,286.6,4.2,4.1,60.6,5.15,166.6,30469.84,13.3
2000,Rhode Island,1.051,1879.2,845.8,297.7,4.0,4.0,61.5,5.65,172.2,32154.82,12.3
2001,Rhode Island,1.058,2132.2,871.7,309.3,4.5,4.0,60.1,6.15,177.1,32921.92,11.7
2002,Rhode Island,1.0659999999999998,2205.6,1032.2,285.6,5.1,3.9,59.4,6.15,179.9,33252.09,12.1
2003,Rhode Island,1.072,2315.5,1049.9,285.7,5.6,3.8,59.9,6.15,184.0,34064.95,12.3
2004,Rhode Island,1.071,2470.4,999.2,247.5,5.3,3.7,61.5,6.75,188.9,35648.55,12.5
2005,Rhode Island,1.065,2553.5,1008.8,252.4,5.1,3.6,63.1,6.75,195.3,36952.94,12.7
2006,Rhode Island,1.06,2749.7,802.2,230.4,5.2,3.7,64.6,6.75,201.6,38651.41,13.5
2007,Rhode Island,1.055,2837.9,881.1,229.1,5.1,3.6,64.9,7.4,207.342,40405.48,13.2
2008,Rhode Island,1.054,2976.9,916.4,252.8,7.6,3.5,64.5,7.4,215.303,41334.97,12.9
2009,Rhode Island,1.053,2966.6,1008.6,254.3,11.4,3.5,62.9,7.4,214.537,40711.61,13.0
2010,Rhode Island,1.054,3064.5,1345.0,257.4,11.6,3.6,62.8,7.4,218.05599999999998,41673.83,13.3
2011,Rhode Island,1.054,3089.3,1276.2,246.1,11.0,3.6,63.4,7.4,224.93900000000002,42979.61,13.1
2012,Rhode Island,1.055,3126.4,1263.8,253.0,10.2,3.4,62.1,7.4,229.59400000000002,44321.67,13.4
2013,Rhode Island,1.056,3173.2,1156.8,257.3,9.5,3.3,61.5,7.75,232.957,44888.16,14.2
2014,Rhode Island,1.057,3216.8,1160.4,219.9,7.8,3.2,61.8,8.0,236.736,46481.52,14.0
1984,South Carolina,3.263,2134.6,630.1,624.5,6.9,4.9778,69.1,3.35,103.9,16135.07,23.8
1985,South Carolina,3.299,2475.7,755.6,631.0,6.8,4.9222,72.0,3.35,107.6,16822.51,21.9
1986,South Carolina,3.3360000000000003,2739.6,834.7,674.6,6.4,4.8667,70.3,3.35,109.6,17321.82,20.9
1987,South Carolina,3.373,3054.1,825.7,664.9,5.5,4.8111,72.8,3.35,113.6,18426.51,20.4
1988,South Carolina,3.41,3273.9,855.5,741.2,4.6,4.7556,73.8,3.35,118.3,19334.04,20.0
1989,South Carolina,3.448,3468.5,972.7,813.7,4.6,4.7,71.0,3.35,124.0,20099.55,19.3
1990,South Carolina,3.487,3987.7,1346.5,976.6,4.9,4.7,71.4,3.35,130.7,21027.98,19.3
1991,South Carolina,3.536,4290.4,1899.4,972.5,6.1,4.6429,73.1,3.8,136.2,21811.6,19.7
1992,South Carolina,3.5860000000000003,4345.7,933.2,944.5,6.7,4.5857,71.0,4.25,140.3,22935.42,18.5
1993,South Carolina,3.637,4394.5,959.4,1023.4,7.3,4.5286,71.1,4.25,144.5,23132.67,18.6
1994,South Carolina,3.688,4668.7,969.7,1030.5,6.2,4.4714,72.0,4.25,148.2,23753.53,17.3
1995,South Carolina,3.74,4951.7,1089.3,981.9,5.1,4.4143,71.3,4.25,152.4,24705.66,16.3
1996,South Carolina,3.793,5353.6,1111.5,996.9,5.7,4.3571,72.9,4.25,156.9,25913.9,14.8
1997,South Carolina,3.847,5685.4,1100.8,990.3,4.5,4.3,74.1,4.75,160.5,27426.0,14.1
1998,South Carolina,3.9010000000000002,6177.6,1055.0,903.2,3.6,4.2,76.6,5.15,163.0,28861.44,12.9
1999,South Carolina,3.9560000000000004,6620.0,1094.6,847.2,4.1,4.1,77.1,5.15,166.6,30469.84,13.4
2000,South Carolina,4.024,7212.3,1059.7,828.1,3.7,4.0,76.5,5.15,172.2,32154.82,13.5
2001,South Carolina,4.063,7826.1,1444.5,815.2,5.3,4.0,76.1,5.15,177.1,32921.92,13.5
2002,South Carolina,4.104,8452.6,1533.7,822.7,6.4,3.9,77.5,5.15,179.9,33252.09,13.9
2003,South Carolina,4.146,8981.4,1883.2,806.4,7.2,3.8,75.0,5.15,184.0,34064.95,14.2
2004,South Carolina,4.2010000000000005,9102.8,1493.5,789.9,7.4,3.7,76.2,5.15,188.9,35648.55,13.3
2005,South Carolina,4.256,9852.3,1367.9,767.4,7.3,3.6,73.9,5.15,195.3,36952.94,13.4
2006,South Carolina,4.3389999999999995,10653.3,1410.0,771.1,6.9,3.7,74.2,5.15,201.6,38651.41,13.9
2007,South Carolina,4.4239999999999995,11483.5,1544.6,785.7,6.1,3.6,74.1,5.15,207.342,40405.48,13.7
2008,South Carolina,4.503,12351.3,1781.8,731.0,7.3,3.5,73.9,5.85,215.303,41334.97,13.5
2009,South Carolina,4.561,12617.8,2243.5,675.2,11.4,3.5,74.4,6.55,214.537,40711.61,14.8
2010,South Carolina,4.636,12433.3,3102.9,602.2,11.3,3.6,74.8,7.25,218.05599999999998,41673.83,15.0
2011,South Carolina,4.673,12198.9,2657.5,596.9,10.4,3.6,74.2,7.25,224.93900000000002,42979.61,15.2
2012,South Carolina,4.718999999999999,12270.0,2079.4,560.5,9.0,3.4,71.5,7.25,229.59400000000002,44321.67,15.7
2013,South Carolina,4.766,12854.3,1880.8,508.5,7.4,3.3,72.4,7.25,232.957,44888.16,15.7
2014,South Carolina,4.827,13261.2,2216.7,497.8,6.3,3.2,72.9,7.25,236.736,46481.52,15.9
1984,South Dakota,3.263,2134.6,630.1,147.5,4.4,4.9778,69.6,3.35,103.9,16135.07,22.1
1985,South Dakota,3.299,2475.7,755.6,136.6,4.8,4.9222,67.6,3.35,107.6,16822.51,21.4
1986,South Dakota,3.3360000000000003,2739.6,834.7,124.7,4.6,4.8667,65.9,3.35,109.6,17321.82,20.1
1987,South Dakota,3.373,3054.1,825.7,119.7,4.3,4.8111,66.8,3.35,113.6,18426.51,19.2
1988,South Dakota,3.41,3273.9,855.5,113.7,4.1,4.7556,66.4,3.35,118.3,19334.04,17.9
