year,state,population_million,education_million,welfare_million,crime_rate,unemployment_rate,divorce_rate_per_1000_people,homeownership_rate,minimum_wage_effective,CPI_Average,avg_wage_index,poverty_rate
1976,National,216.945,107290.0,72155.2,467.8,7.786562135616468,5.0,7.79,2.226666666666668,56.900000000000055,9226.48,14.1
1977,National,219.30700000000002,115893.0,83417.8,475.9,7.132504802090629,5.1,7.13,2.226666666666668,60.599999999999945,9779.44,13.92
1978,National,221.69400000000002,128541.0,81037.9,497.8,6.13419821261611,5.2,6.13,2.226666666666668,65.19999999999995,10556.03,13.43
1979,National,224.107,140169.0,83691.3,548.9,5.9238266892661,5.3,5.92,2.910000000000003,72.59999999999995,11479.46,13.33
1980,National,226.546,153686.0,108251.7,596.6,7.255716835664719,5.2,7.26,3.11019607843137,82.40000000000005,12513.46,14.65
1981,National,228.67,166439.0,129079.3,594.3,7.74128083040972,5.1444,7.74,3.360196078431369,90.9,13773.1,15.77
1982,National,230.815,170018.0,137931.7,571.1,9.86085724560746,5.0889,9.86,3.360196078431369,96.5,14531.34,16.54
1983,National,232.979,179305.0,159777.2,537.7,9.78047265210102,5.0333,9.78,3.360196078431369,99.60000000000002,15239.24,16.78
1984,National,235.16400000000002,191925.0,143711.9,539.2,7.63741221200804,4.9778,7.64,3.360196078431369,103.89999999999998,16135.07,16.04
1985,National,237.36900000000003,209227.0,165441.6,556.6,7.30410922644289,4.9222,7.3,3.360196078431369,107.60000000000004,16822.51,15.72
1986,National,239.595,227705.0,159050.4,620.1,7.09687179467939,4.8667,7.1,3.360196078431369,109.60000000000004,17321.82,15.2
1987,National,241.842,242694.0,167313.2,609.7,6.29718894698344,4.8111,6.3,3.360196078431369,113.60000000000007,18426.51,14.48
1988,National,244.11,260024.0,176861.6,637.2,5.58916115687531,4.7556,5.59,3.4098039215686256,118.30000000000011,19334.04,14.81
1989,National,246.399,284252.5,179545.5,663.1,5.340557846186631,4.7,5.34,3.4098039215686256,124.0,20099.55,14.3
1990,National,248.71,309002.0,205081.2,731.8,5.67262840227244,4.7,5.67,3.4098039215686256,130.6999999999999,21027.98,14.84
1991,National,251.80200000000002,332945.0,250929.7,758.1,6.927371833318759,4.6429,6.93,3.8852941176470606,136.1999999999999,21811.6,15.24
1992,National,254.933,353841.6,203808.8,757.5,7.60743686106412,4.5857,7.61,4.281764705882353,140.3000000000001,22935.42,15.79
1993,National,258.103,375314.5,216622.1,746.8,7.02551529583226,4.5286,7.03,4.281764705882353,144.5,23132.67,16.79
1994,National,261.312,380451.1,211350.9,713.6,6.16880545955019,4.4714,6.17,4.317058823529412,148.19999999999987,23753.53,15.68
1995,National,264.561,412780.3,222825.7,684.5,5.64388515229746,4.4143,5.64,4.317058823529412,152.39999999999986,24705.66,14.21
1996,National,267.85,431216.6,222299.4,636.6,5.457434446393711,4.3571,5.46,4.376862745098039,156.89999999999986,25913.9,14.14
1997,National,271.18,452465.7,220984.0,611.0,4.99627586611836,4.3,5.0,4.840588235294118,160.5,27426.0,13.58
1998,National,274.552,485550.0,210825.1,566.4,4.55010833226551,4.2,4.55,5.202549019607846,163.0,28861.44,13.02
1999,National,277.966,517828.5,216546.7,523.0,4.2530368613342,4.1,4.25,5.202549019607846,166.60000000000014,30469.84,12.4
2000,National,282.172,556950.5,220691.0,506.5,4.02098505625783,4.0,4.02,5.313725490196081,172.19999999999993,32154.82,12.39
2001,National,285.082,596915.5,249071.9,504.5,4.78668949290891,4.0,4.79,5.376862745098042,177.10000000000014,32921.92,13.23
2002,National,287.80400000000003,642150.1,298278.9,494.4,5.85171523639456,3.9,5.85,5.417647058823531,179.89999999999986,33252.09,13.57
2003,National,290.32599999999996,678354.3,340127.6,475.8,6.0615916352333405,3.8,6.06,5.480588235294119,184.0,34064.95,13.8
2004,National,293.046,712328.8,318446.2,463.2,5.5979520189956915,3.7,5.6,5.518823529411766,188.8999999999998,35648.55,13.7
2005,National,295.753,751601.1,314463.3,469.0,5.14396630591553,3.6,5.14,5.578431372549022,195.29999999999995,36952.94,13.67
2006,National,298.593,812315.0,320286.9,473.6,4.68893542752301,3.7,4.69,5.6917647058823535,201.6000000000002,38651.41,13.79
2007,National,301.58,832024.0,331111.1,466.9,4.67508043991925,3.6,4.68,6.124117647058823,207.342,40405.48,14.43
2008,National,304.375,884101.9,401656.8,457.5,5.84752568735509,3.5,5.85,6.591960784313728,215.3029999999999,41334.97,14.77
2009,National,307.007,883819.0,525886.7,431.9,9.37790617873382,3.5,9.38,7.033333333333337,214.53700000000012,40711.61,15.11
2010,National,309.327,920501.6,670696.9,404.5,9.76802750870948,3.6,9.77,7.428627450980391,218.05599999999998,41673.83,15.91
2011,National,311.58299999999997,903331.4,633424.8,387.1,9.0663509285369,3.6,9.07,7.44078431372549,224.93900000000016,42979.61,16.07
2012,National,313.878,921677.9,561061.8,387.8,8.165597226875558,3.4,8.17,7.485490196078431,229.59399999999974,44321.67,15.99
2013,National,316.06,917142.2,523661.1,379.1,7.48522447033036,3.3,7.49,7.513921568627452,232.9570000000002,44888.16,15.54
2014,National,318.38599999999997,963624.8,496001.3,372.0,6.25535554001903,3.2,6.26,7.651568627450982,236.7360000000002,46481.52,15.25
2015,National,320.73900000000003,1023467.5,455719.6,384.6,5.3663646124623705,3.1,5.37,7.883921568627452,237.01699999999985,48098.63,14.33
2016,National,323.072,1050364.0,457687.9,397.5,4.93347574521062,3.01,4.93,8.084509803921572,240.00699999999975,48642.15,13.94
2017,National,325.122,1121692.3,449773.8,394.9,4.40478747099714,2.9,4.4,8.320392156862745,245.12000000000023,50321.89,13.91
2018,National,326.83799999999997,1110427.4,442327.4,383.4,3.93787458605048,2.9,3.94,8.559411764705883,251.107,52145.8,12.73
2019,National,328.33,1182912.5,464129.9,379.4,3.71836707699005,2.7,3.72,9.068823529411764,255.65699999999978,54099.99,11.77
1984,Alabama,3.952,2624.4,867.0,431.2,11.3,4.9778,73.7,3.35,103.9,16135.07,26.3
1985,Alabama,3.967,2952.7,989.7,457.5,9.6,4.9222,70.4,3.35,107.6,16822.51,26.3
1986,Alabama,3.9810000000000003,3238.4,953.3,558.0,9.6,4.8667,70.3,3.35,109.6,17321.82,26.0
1987,Alabama,3.9960000000000004,3220.7,946.2,559.2,8.2,4.8111,67.9,3.35,113.6,18426.51,25.6
1988,Alabama,4.011,3555.9,958.8,558.6,7.3,4.7556,66.5,3.35,118.3,19334.04,24.9
1989,Alabama,4.026,3881.4,1085.8,590.8,7.0,4.7,67.6,3.35,124.0,20099.55,23.9
1990,Alabama,4.041,4171.3,1404.9,708.6,6.8,4.7,68.4,3.35,130.7,21027.98,22.7
1991,Alabama,4.08,4396.2,1809.2,844.2,7.3,4.6429,69.9,3.8,136.2,21811.6,21.8
1992,Alabama,4.119,4304.0,950.3,871.7,7.5,4.5857,70.3,4.25,140.3,22935.42,21.0
1993,Alabama,4.158,4478.6,1079.2,780.4,7.2,4.5286,70.2,4.25,144.5,23132.67,20.3
1994,Alabama,4.199,4895.3,1064.4,683.7,6.2,4.4714,68.5,4.25,148.2,23753.53,18.9
1995,Alabama,4.239,5311.2,1166.7,632.4,5.9,4.4143,70.1,4.25,152.4,24705.66,18.0
1996,Alabama,4.28,5850.6,1089.1,565.4,5.2,4.3571,71.0,4.25,156.9,25913.9,16.8
1997,Alabama,4.321000000000001,6317.4,1142.8,564.5,4.9,4.3,71.3,4.75,160.5,27426.0,15.9
1998,Alabama,4.363,6691.6,1398.6,512.1,4.5,4.2,72.9,5.15,163.0,28861.44,14.6
1999,Alabama,4.405,7231.2,1478.2,490.2,4.7,4.1,74.8,5.15,166.6,30469.84,14.4
2000,Alabama,4.452,7830.0,1485.2,486.2,4.6,4.0,73.2,5.15,172.2,32154.82,14.2
2001,Alabama,4.4639999999999995,8092.3,1800.0,438.2,5.2,4.0,73.2,5.15,177.1,32921.92,14.6
2002,Alabama,4.4719999999999995,8388.5,1912.3,445.0,5.9,3.9,73.7,5.15,179.9,33252.09,14.6
2003,Alabama,4.4910000000000005,8847.5,2352.9,429.2,6.0,3.8,76.2,5.15,184.0,34064.95,14.8
2004,Alabama,4.512,9516.7,2052.3,427.0,5.6,3.7,78.0,5.15,188.9,35648.55,14.8
2005,Alabama,4.545,9880.0,1273.0,432.6,4.4,3.6,76.6,5.15,195.3,36952.94,14.7
2006,Alabama,4.598,10915.7,1280.6,425.2,4.0,3.7,74.2,5.15,201.6,38651.41,13.9
2007,Alabama,4.638,12128.2,1376.7,448.9,4.1,3.6,73.3,5.15,207.342,40405.48,14.1
2008,Alabama,4.677,13198.7,1378.4,452.8,5.8,3.5,73.0,5.85,215.303,41334.97,13.9
2009,Alabama,4.709,13501.5,1733.7,450.1,10.1,3.5,74.1,6.55,214.537,40711.61,13.6
2010,Alabama,4.7860000000000005,13318.7,2310.9,383.7,10.4,3.6,73.2,7.25,218.05599999999998,41673.83,13.5
2011,Alabama,4.8,13435.4,2296.7,419.8,9.6,3.6,72.9,7.25,224.93900000000002,42979.61,14.0
2012,Alabama,4.817,13836.7,3497.2,450.3,8.2,3.4,71.9,7.25,229.59400000000002,44321.67,13.9
2013,Alabama,4.832,14569.4,3133.8,431.0,7.3,3.3,72.7,7.25,232.957,44888.16,14.3
2014,Alabama,4.843999999999999,14452.3,3174.7,427.7,6.7,3.2,72.1,7.25,236.736,46481.52,14.7
1984,Alaska,0.456,1173.1,430.4,621.6,9.9,4.9778,57.6,3.85,103.9,16135.07,19.2
1985,Alaska,0.47,1251.4,428.0,581.8,9.9,4.9222,61.2,3.85,107.6,16822.51,19.5
1986,Alaska,0.485,1233.9,499.7,570.4,11.1,4.8667,61.5,3.85,109.6,17321.82,19.0
1987,Alaska,0.501,1255.2,564.4,455.4,10.2,4.8111,59.7,3.85,113.6,18426.51,19.6
1988,Alaska,0.517,1159.3,532.1,522.8,8.7,4.7556,57.0,3.85,118.3,19334.04,19.2
1989,Alaska,0.5329999999999999,1216.5,454.0,497.7,7.1,4.7,58.7,3.85,124.0,20099.55,17.6
1990,Alaska,0.55,1265.5,459.3,524.5,7.3,4.7,58.4,3.85,130.7,21027.98,16.1
1991,Alaska,0.557,1322.8,544.4,613.9,8.3,4.6429,57.1,4.3,136.2,21811.6,14.5
1992,Alaska,0.565,1405.8,577.9,660.5,8.9,4.5857,55.5,4.75,140.3,22935.42,13.6
1993,Alaska,0.5720000000000001,1486.6,625.5,760.8,7.8,4.5286,55.4,4.75,144.5,23132.67,12.7
1994,Alaska,0.58,1491.6,639.3,766.3,7.6,4.4714,58.8,4.75,148.2,23753.53,11.7
1995,Alaska,0.5870000000000001,1524.1,703.9,770.9,7.3,4.4143,60.9,4.75,152.4,24705.66,11.7
1996,Alaska,0.595,1572.3,719.8,727.7,7.4,4.3571,62.9,4.75,156.9,25913.9,11.8
1997,Alaska,0.603,1615.9,728.8,701.1,6.9,4.3,67.2,5.25,160.5,27426.0,10.7
1998,Alaska,0.611,1555.8,698.1,653.9,6.3,4.2,66.3,5.65,163.0,28861.44,10.7
1999,Alaska,0.619,1765.8,685.6,630.8,6.4,4.1,66.4,5.65,166.6,30469.84,10.8
2000,Alaska,0.627,1785.3,657.4,566.9,6.3,4.0,66.4,5.65,172.2,32154.82,10.6
2001,Alaska,0.633,1983.1,646.7,589.5,6.3,4.0,65.3,5.65,177.1,32921.92,10.7
2002,Alaska,0.643,2130.2,678.3,565.4,7.2,3.9,67.1,5.65,179.9,33252.09,11.0
2003,Alaska,0.6509999999999999,2277.9,763.7,598.0,7.7,3.8,70.0,7.15,184.0,34064.95,10.7
2004,Alaska,0.662,2324.5,951.4,632.3,7.4,3.7,67.2,7.15,188.9,35648.55,11.0
2005,Alaska,0.669,2386.3,755.3,632.3,6.9,3.6,66.0,7.15,195.3,36952.94,10.7
2006,Alaska,0.677,2483.8,758.6,688.0,6.6,3.7,67.2,7.15,201.6,38651.41,10.3
2007,Alaska,0.682,2636.4,795.0,661.3,6.3,3.6,66.6,7.15,207.342,40405.48,10.4
2008,Alaska,0.688,3043.8,849.1,652.1,6.5,3.5,66.4,7.15,215.303,41334.97,10.9
2009,Alaska,0.698,3276.9,924.2,633.4,8.0,3.5,66.8,7.15,214.537,40711.61,11.1
2010,Alaska,0.7140000000000001,3307.5,1153.2,635.3,8.2,3.6,65.7,7.75,218.05599999999998,41673.83,11.4
2011,Alaska,0.722,3410.3,1181.8,610.1,7.8,3.6,64.4,7.75,224.93900000000002,42979.61,12.1
2012,Alaska,0.731,3332.4,1134.5,604.1,7.2,3.4,63.7,7.75,229.59400000000002,44321.67,12.9
2013,Alaska,0.738,3668.7,1142.6,638.7,7.0,3.3,64.6,7.75,232.957,44888.16,13.2
2014,Alaska,0.737,3625.0,1048.0,635.5,6.7,3.2,64.9,7.75,236.736,46481.52,14.3
1984,Arizona,3.063,2483.2,718.1,516.1,5.0,4.9778,65.2,3.35,103.9,16135.07,26.12
1985,Arizona,3.156,2814.0,806.8,602.5,6.4,4.9222,64.7,3.35,107.6,16822.51,25.14
1986,Arizona,3.252,3320.4,864.1,658.3,7.0,4.8667,62.5,3.35,109.6,17321.82,24.38
1987,Arizona,3.3510000000000004,3672.6,1093.3,612.6,6.5,4.8111,63.3,3.35,113.6,18426.51,23.62
1988,Arizona,3.4530000000000003,3993.0,1238.8,610.1,6.4,4.7556,66.1,3.35,118.3,19334.04,24.46
1989,Arizona,3.557,4166.6,1422.4,599.6,5.2,4.7,63.9,3.35,124.0,20099.55,25.28
1990,Arizona,3.665,4535.0,1752.5,652.4,5.2,4.7,64.5,3.35,130.7,21027.98,26.32
1991,Arizona,3.7910000000000004,4680.4,1775.9,670.7,5.8,4.6429,66.3,3.8,136.2,21811.6,26.5
1992,Arizona,3.92,4901.8,1065.9,670.8,7.6,4.5857,69.3,4.25,140.3,22935.42,27.0
1993,Arizona,4.053999999999999,5228.8,1238.3,715.0,6.4,4.5286,69.1,4.25,144.5,23132.67,27.66
1994,Arizona,4.1930000000000005,5356.4,1243.0,703.1,6.2,4.4714,67.7,4.25,148.2,23753.53,28.46
1995,Arizona,4.336,5786.6,1424.0,713.5,5.3,4.4143,62.9,4.25,152.4,24705.66,28.65
1996,Arizona,4.485,6235.1,1467.8,631.5,5.5,4.3571,62.0,4.25,156.9,25913.9,28.19
1997,Arizona,4.638,6284.0,1359.4,623.7,4.6,4.3,63.0,4.75,160.5,27426.0,27.57
1998,Arizona,4.797,6625.7,1298.6,577.9,4.3,4.2,64.3,5.15,163.0,28861.44,26.31
1999,Arizona,4.961,7531.8,1102.0,551.1,4.5,4.1,66.3,5.15,166.6,30469.84,24.57
2000,Arizona,5.167000000000001,7987.1,1568.5,531.7,4.0,4.0,68.0,5.15,172.2,32154.82,23.73
2001,Arizona,5.303999999999999,8531.7,1830.6,540.3,4.7,4.0,68.1,5.15,177.1,32921.92,23.69
2002,Arizona,5.452000000000001,8934.0,1465.6,554.5,6.2,3.9,65.6,5.15,179.9,33252.09,23.72
2003,Arizona,5.591,9530.3,1811.9,513.3,5.8,3.8,67.0,5.15,184.0,34064.95,24.33
2004,Arizona,5.7589999999999995,10214.5,2027.3,504.4,5.0,3.7,68.7,5.15,188.9,35648.55,24.7
2005,Arizona,5.975,11025.8,1997.4,512.0,4.7,3.6,71.1,5.15,195.3,36952.94,24.57
2006,Arizona,6.192,11957.9,2013.9,542.6,4.3,3.7,71.6,5.15,201.6,38651.41,24.68
2007,Arizona,6.362,13158.9,2399.4,518.0,3.8,3.6,70.4,6.75,207.342,40405.48,26.74
2008,Arizona,6.499,14267.2,2671.7,485.6,5.8,3.5,69.1,6.9,215.303,41334.97,28.08
2009,Arizona,6.596,14240.9,3097.2,426.5,9.7,3.5,68.9,7.25,214.537,40711.61,29.31
2010,Arizona,6.407,13645.9,4201.6,413.6,10.3,3.6,66.6,7.25,218.05599999999998,41673.83,30.87
2011,Arizona,6.473,13554.5,3832.1,414.2,9.4,3.6,66.0,7.35,224.93900000000002,42979.61,32.62
2012,Arizona,6.556,13681.5,3147.4,428.6,8.3,3.4,65.3,7.65,229.59400000000002,44321.67,32.21
2013,Arizona,6.635,14545.7,2732.9,415.6,7.8,3.3,65.1,7.8,232.957,44888.16,33.12
2014,Arizona,6.733,15246.8,2853.5,392.7,6.8,3.2,63.5,7.9,236.736,46481.52,33.59
1984,Arkansas,2.312,1398.6,619.0,321.4,8.5,4.9778,65.9,3.35,103.9,16135.07,28.2
1985,Arkansas,2.318,1714.1,649.2,347.6,8.5,4.9222,66.6,3.35,107.6,16822.51,27.5
1986,Arkansas,2.325,1887.7,691.0,394.8,8.5,4.8667,67.5,3.35,109.6,17321.82,26.9
1987,Arkansas,2.331,1903.8,745.5,412.0,8.1,4.8111,68.1,3.35,113.6,18426.51,26.1
1988,Arkansas,2.338,1970.9,747.7,422.7,7.7,4.7556,67.0,3.35,118.3,19334.04,25.0
1989,Arkansas,2.344,2053.7,817.3,473.7,7.1,4.7,66.3,3.35,124.0,20099.55,23.6
1990,Arkansas,2.351,2183.1,993.3,532.2,6.8,4.7,67.8,3.35,130.7,21027.98,23.1
1991,Arkansas,2.381,2337.8,1197.0,593.3,7.3,4.6429,68.6,3.8,136.2,21811.6,22.9
1992,Arkansas,2.412,2646.0,639.3,576.5,7.0,4.5857,70.3,4.25,140.3,22935.42,21.4
1993,Arkansas,2.443,2809.2,705.0,593.3,6.1,4.5286,70.5,4.25,144.5,23132.67,19.8
1994,Arkansas,2.475,2778.2,658.3,595.1,5.4,4.4714,68.1,4.25,148.2,23753.53,19.1
1995,Arkansas,2.5069999999999997,2955.1,772.2,553.2,4.9,4.4143,67.2,4.25,152.4,24705.66,18.6
1996,Arkansas,2.539,3226.2,767.6,524.3,5.2,4.3571,66.6,4.25,156.9,25913.9,16.4
1997,Arkansas,2.572,3492.4,781.1,526.9,5.1,4.3,66.7,4.75,160.5,27426.0,15.7
1998,Arkansas,2.6060000000000003,3792.3,728.8,490.2,5.1,4.2,66.7,5.15,163.0,28861.44,15.8
1999,Arkansas,2.639,4034.2,767.6,425.2,4.5,4.1,65.6,5.15,166.6,30469.84,15.7
2000,Arkansas,2.678,4241.5,759.8,445.3,4.2,4.0,68.9,5.15,172.2,32154.82,15.5
2001,Arkansas,2.6910000000000003,4601.7,1050.5,452.4,4.8,4.0,71.2,5.15,177.1,32921.92,16.0
2002,Arkansas,2.705,4839.3,1072.6,425.0,5.3,3.9,70.3,5.15,179.9,33252.09,15.8
2003,Arkansas,2.722,5167.9,1275.6,456.4,5.8,3.8,69.6,5.15,184.0,34064.95,15.3
2004,Arkansas,2.7460000000000004,5521.8,1102.2,502.3,5.6,3.7,69.1,5.15,188.9,35648.55,14.9
2005,Arkansas,2.7760000000000002,5920.8,928.9,528.5,5.3,3.6,69.2,5.15,195.3,36952.94,13.1
2006,Arkansas,2.815,6426.1,968.0,552.8,5.2,3.7,70.8,5.15,201.6,38651.41,12.6
2007,Arkansas,2.842,6843.5,1056.7,537.1,5.4,3.6,69.5,6.25,207.342,40405.48,13.0
2008,Arkansas,2.8680000000000003,7079.6,1135.0,513.0,5.4,3.5,68.9,6.25,215.303,41334.97,13.1
2009,Arkansas,2.889,7452.0,1270.7,515.8,7.7,3.5,68.5,6.55,214.537,40711.61,13.5
2010,Arkansas,2.9219999999999997,8004.7,1920.1,503.5,7.9,3.6,67.9,7.25,218.05599999999998,41673.83,15.3
2011,Arkansas,2.9410000000000003,8521.7,1734.2,482.3,7.9,3.6,67.6,7.25,224.93900000000002,42979.61,15.3
2012,Arkansas,2.9530000000000003,8295.9,1494.0,469.6,7.3,3.4,66.0,7.25,229.59400000000002,44321.67,15.7
2013,Arkansas,2.96,8204.1,1357.0,463.2,7.1,3.3,65.4,7.25,232.957,44888.16,16.2
2014,Arkansas,2.969,8186.4,1398.1,480.2,5.9,3.2,65.4,7.25,236.736,46481.52,14.9
1984,California,25.939,19762.9,13413.9,763.4,7.7,4.9778,53.7,3.35,103.9,16135.07,23.5
1985,California,26.54,22619.3,14899.8,765.3,7.2,4.9222,54.2,3.35,107.6,16822.51,22.7
1986,California,27.155,24859.4,15931.1,920.5,6.8,4.8667,53.8,3.35,109.6,17321.82,22.1
1987,California,27.784000000000002,27281.8,16766.7,918.0,5.8,4.8111,54.3,3.35,113.6,18426.51,22.1
1988,California,28.428,29032.8,18420.2,929.8,5.3,4.7556,54.4,3.35,118.3,19334.04,22.1
1989,California,29.086,32134.1,19829.0,977.7,5.1,4.7,53.6,3.35,124.0,20099.55,22.8
1990,California,29.76,35932.7,22097.0,1045.2,5.8,4.7,53.8,3.35,130.7,21027.98,23.9
1991,California,30.148000000000003,39168.2,26542.5,1089.9,7.8,4.6429,54.5,4.25,136.2,21811.6,25.2
1992,California,30.54,39892.4,24419.6,1119.7,9.4,4.5857,55.3,4.25,140.3,22935.42,26.1
1993,California,30.938000000000002,40065.9,25966.5,1077.8,9.5,4.5286,56.0,4.25,144.5,23132.67,26.6
1994,California,31.340999999999998,39504.8,25592.3,1013.0,8.7,4.4714,55.5,4.25,148.2,23753.53,26.6
1995,California,31.749000000000002,41881.6,26851.2,966.0,7.9,4.4143,55.4,4.25,152.4,24705.66,26.4
1996,California,32.163000000000004,44511.1,26168.6,862.7,7.3,4.3571,55.0,4.25,156.9,25913.9,25.1
1997,California,32.582,47470.5,24535.9,798.3,6.4,4.3,55.7,4.75,160.5,27426.0,23.9
1998,California,33.006,52907.4,22776.9,703.7,5.9,4.2,56.0,5.15,163.0,28861.44,22.5
1999,California,33.436,57417.5,23952.4,627.2,5.3,4.1,55.7,5.15,166.6,30469.84,21.1
2000,California,33.995,64377.2,22282.4,621.6,4.9,4.0,57.1,5.75,172.2,32154.82,19.9
2001,California,34.486,71430.7,25955.3,615.2,5.5,4.0,58.2,6.25,177.1,32921.92,19.2
2002,California,34.876,77853.9,28654.6,595.4,6.8,3.9,57.7,6.75,179.9,33252.09,19.0
2003,California,35.251,82104.9,34690.2,579.6,6.9,3.8,58.9,6.75,184.0,34064.95,19.2
2004,California,35.558,85595.4,32388.5,527.8,6.2,3.7,59.7,6.75,188.9,35648.55,19.7
2005,California,35.795,89892.2,33217.8,526.0,5.4,3.6,59.7,6.75,195.3,36952.94,20.4
2006,California,35.979,93910.6,34884.3,533.5,4.9,3.7,60.2,6.75,201.6,38651.41,21.1
2007,California,36.226,99844.6,37238.1,524.1,5.3,3.6,58.3,7.5,207.342,40405.48,21.5
2008,California,36.58,105246.1,40931.5,504.2,7.3,3.5,57.5,8.0,215.303,41334.97,22.0
2009,California,36.961999999999996,105307.1,45557.8,473.3,11.5,3.5,57.0,8.0,214.537,40711.61,22.5
2010,California,37.32,104666.4,48745.3,439.6,12.5,3.6,56.1,8.0,218.05599999999998,41673.83,22.7
2011,California,37.635999999999996,104292.3,55614.0,411.2,11.9,3.6,55.3,8.0,224.93900000000002,42979.61,22.7
2012,California,37.945,107096.3,49587.9,423.5,10.5,3.4,54.5,8.0,229.59400000000002,44321.67,22.9
2013,California,38.254,105139.0,45456.4,402.6,9.0,3.3,54.3,8.0,232.957,44888.16,22.9
2014,California,38.586999999999996,109081.7,45041.9,396.4,7.6,3.2,54.2,9.0,236.736,46481.52,22.7
1984,Colorado,3.045,2715.5,1065.9,457.8,5.5,4.9778,64.7,3.35,103.9,16135.07,17.2
1985,Colorado,3.0860000000000003,2919.7,1111.2,471.0,6.0,4.9222,63.6,3.35,107.6,16822.51,17.3
1986,Colorado,3.1260000000000003,3141.2,1223.1,523.6,7.5,4.8667,63.7,3.35,109.6,17321.82,18.0
1987,Colorado,3.167,3461.1,1487.1,467.5,7.5,4.8111,61.8,3.35,113.6,18426.51,18.6
1988,Colorado,3.2089999999999996,3577.2,1418.9,472.6,6.4,4.7556,60.1,3.35,118.3,19334.04,19.3
1989,Colorado,3.252,3628.0,1479.0,471.4,5.6,4.7,58.6,3.35,124.0,20099.55,18.7
1990,Colorado,3.2939999999999996,4081.2,1625.7,526.0,5.1,4.7,59.0,3.35,130.7,21027.98,17.8
1991,Colorado,3.383,4394.3,1825.2,559.3,5.3,4.6429,59.8,3.8,136.2,21811.6,16.1
1992,Colorado,3.475,4727.7,1076.6,578.8,6.1,4.5857,60.9,4.25,140.3,22935.42,15.2
1993,Colorado,3.569,5025.7,1145.8,567.3,5.4,4.5286,61.8,4.25,144.5,23132.67,13.5
1994,Colorado,3.665,5109.6,1226.3,509.6,4.2,4.4714,62.9,4.25,148.2,23753.53,12.9
1995,Colorado,3.764,5774.9,1353.0,440.2,4.0,4.4143,64.6,4.25,152.4,24705.66,11.8
1996,Colorado,3.866,6172.4,1490.6,404.5,4.2,4.3571,64.5,4.25,156.9,25913.9,11.3
1997,Colorado,3.971,6582.9,1602.4,363.2,3.4,4.3,64.1,4.75,160.5,27426.0,11.1
1998,Colorado,4.078,6957.7,1504.5,377.9,3.6,4.2,65.2,5.15,163.0,28861.44,11.5
1999,Colorado,4.188,7373.6,1731.9,340.5,3.0,4.1,68.1,5.15,166.6,30469.84,11.2
2000,Colorado,4.328,8035.1,1638.3,334.0,2.7,4.0,68.3,5.15,172.2,32154.82,12.0
2001,Colorado,4.433,8593.8,2082.2,349.6,3.8,4.0,68.5,5.15,177.1,32921.92,12.6
2002,Colorado,4.504,9173.5,2191.1,352.9,5.7,3.9,68.9,5.15,179.9,33252.09,12.8
2003,Colorado,4.5489999999999995,9597.2,2830.6,346.5,6.1,3.8,71.3,5.15,184.0,34064.95,12.9
2004,Colorado,4.6,9913.7,2184.5,372.0,5.6,3.7,71.1,5.15,188.9,35648.55,12.7
2005,Colorado,4.6610000000000005,10312.1,2064.1,396.7,5.1,3.6,71.0,5.15,195.3,36952.94,12.6
2006,Colorado,4.753,11135.9,2073.8,395.4,4.2,3.7,70.1,5.15,201.6,38651.41,12.4
2007,Colorado,4.842,11757.3,2244.8,351.8,3.7,3.6,70.2,6.85,207.342,40405.48,12.9
2008,Colorado,4.935,12892.1,2510.4,353.9,4.9,3.5,69.0,7.02,215.303,41334.97,12.8
2009,Colorado,5.025,13010.8,2964.3,338.8,7.9,3.5,68.4,7.28,214.537,40711.61,13.3
2010,Colorado,5.048,13457.4,4304.2,323.7,9.2,3.6,68.5,7.25,218.05599999999998,41673.83,13.4
2011,Colorado,5.122000000000001,13461.7,4308.6,314.4,8.7,3.6,65.9,7.36,224.93900000000002,42979.61,13.3
2012,Colorado,5.194,13482.3,3827.6,307.4,8.0,3.4,65.3,7.64,229.59400000000002,44321.67,13.2
2013,Colorado,5.271,13748.1,3262.3,305.4,6.7,3.3,64.4,7.78,232.957,44888.16,12.9
2014,Colorado,5.353,14832.2,3115.7,307.8,5.0,3.2,65.0,8.0,236.736,46481.52,12.6
1984,Connecticut,3.178,2210.1,1335.4,393.8,4.7,4.9778,67.8,3.37,103.9,16135.07,10.8
1985,Connecticut,3.196,2403.2,1392.6,402.0,4.4,4.9222,69.0,3.37,107.6,16822.51,10.8
1986,Connecticut,3.214,2438.6,1516.6,425.8,3.8,4.8667,68.1,3.37,109.6,17321.82,9.6
1987,Connecticut,3.2319999999999998,2924.2,1627.7,419.0,3.1,4.8111,67.0,3.37,113.6,18426.51,8.7
1988,Connecticut,3.25,3356.3,1769.5,455.4,2.9,4.7556,66.5,3.75,118.3,19334.04,8.8
1989,Connecticut,3.2689999999999997,3877.5,2090.0,511.8,3.6,4.7,66.4,3.75,124.0,20099.55,9.1
1990,Connecticut,3.287,4163.2,2497.7,553.7,4.9,4.7,67.9,3.75,130.7,21027.98,8.9
1991,Connecticut,3.299,4431.0,3084.5,539.7,6.5,4.6429,65.5,4.25,136.2,21811.6,10.1
1992,Connecticut,3.31,4917.5,2197.0,495.3,7.3,4.5857,66.1,4.27,140.3,22935.42,12.0
1993,Connecticut,3.322,4829.4,2329.3,456.2,6.5,4.5286,64.5,4.27,144.5,23132.67,12.4
