year,state,population_million,education_million,welfare_million,crime_rate,unemployment_rate,divorce_rate_per_1000_people,homeownership_rate,minimum_wage_effective,CPI_Average,inflation_rate,avg_wage_index,poverty_rate
2002,New Hampshire,1.271,2464.1,631.4,161.3,4.5,3.9,69.5,5.15,179.9,1.6,33252.09,7.3
2003,New Hampshire,1.2819999999999998,2643.6,726.3,150.3,4.5,3.8,74.4,5.15,184.0,2.3,34064.95,7.8
2004,New Hampshire,1.2930000000000001,2782.3,732.6,169.5,3.8,3.7,73.3,5.15,188.9,2.7,35648.55,7.6
2005,New Hampshire,1.301,2924.3,708.9,134.8,3.6,3.6,74.0,5.15,195.3,3.4,36952.94,7.7
2006,New Hampshire,1.3119999999999998,3170.9,677.2,135.8,3.5,3.7,74.2,5.15,201.6,3.2,38651.41,7.6
2007,New Hampshire,1.317,3295.2,749.4,144.1,3.5,3.6,73.8,5.15,207.342,2.9,40405.48,8.1
2008,New Hampshire,1.3219999999999998,3455.3,799.7,156.1,3.7,3.5,75.0,6.5,215.303,3.8,41334.97,8.3
2009,New Hampshire,1.325,3522.9,935.4,160.4,6.1,3.5,76.0,7.25,214.537,-0.4,40711.61,8.8
2010,New Hampshire,1.317,3614.4,1176.0,167.4,6.1,3.6,74.9,7.25,218.05599999999998,1.6,41673.83,9.2
2011,New Hampshire,1.32,3811.9,1045.9,217.3,5.5,3.6,74.1,7.25,224.93900000000002,3.2,42979.61,10.1
2012,New Hampshire,1.325,3912.3,1464.7,215.0,5.4,3.4,74.8,7.25,229.59400000000002,2.1,44321.67,10.2
2013,New Hampshire,1.327,3779.4,1407.3,223.2,5.3,3.3,74.1,7.25,232.957,1.5,44888.16,10.4
2014,New Hampshire,1.334,3857.5,1044.0,197.7,4.3,3.2,72.2,7.25,236.736,1.6,46481.52,10.8
2015,New Hampshire,1.337,4008.9,873.7,202.4,3.4,3.1,71.6,7.25,237.017,0.1,48098.63,
2016,New Hampshire,1.344,4184.8,846.5,199.8,2.9,3.01,71.8,7.25,240.007,1.3,48642.15,
2017,New Hampshire,1.35,4216.5,865.9,195.7,2.8,2.9,71.6,7.25,245.12,2.1,50321.89,
2018,New Hampshire,1.355,4291.5,879.4,177.6,2.6,2.9,73.4,7.25,251.107,2.4,52145.8,
2019,New Hampshire,1.361,4294.2,937.0,152.5,2.6,2.7,75.0,7.25,255.657,1.8,54099.99,
2020,New Hampshire,1.3659999999999999,4282.5,935.1,,6.7,,74.5,7.25,258.66,1.2,54640.99,
2021,New Hampshire,1.3719999999999999,4286.7,936.7,,,,,,,4.8,,
2022,New Hampshire,1.3769999999999998,4333.6,947.5,,,,,,,,,
2023,New Hampshire,1.383,4434.8,970.0,,,,,,,,,
2024,New Hampshire,1.3880000000000001,4594.0,1004.8,,,,,,,,,
2025,New Hampshire,1.3940000000000001,4808.8,1051.6,,,,,,,,,
2026,New Hampshire,1.4,5072.5,1108.9,,,,,,,,,
1970,New Jersey,7.171,1697.7,564.6,287.1,,3.5,,1.5,38.8,5.8,6186.24,16.3
1971,New Jersey,7.19,2052.3,815.3,362.2,,3.75,,1.5,40.5,4.3,6497.08,16.0
1972,New Jersey,7.209,2394.7,1069.6,374.3,,4.0,,1.6,41.8,3.3,7133.8,15.7
1973,New Jersey,7.229,2436.6,982.7,391.9,,4.25,,1.6,44.4,6.2,7580.16,15.4
1974,New Jersey,7.247999999999999,2771.6,1078.0,403.4,,4.5,,1.6,49.3,11.1,8030.76,15.1
1975,New Jersey,7.267,3162.7,1343.2,413.0,,4.75,,1.6,53.8,9.1,8630.92,15.3
1976,New Jersey,7.287000000000001,3235.0,1837.1,396.8,10.4,5.0,,2.2,56.9,5.7,9226.48,15.3
1977,New Jersey,7.306,3608.8,2417.4,392.0,9.3,5.1,,2.2,60.6,6.5,9779.44,15.6
1978,New Jersey,7.3260000000000005,3747.8,2318.2,423.5,7.2,5.2,,2.2,65.2,7.6,10556.03,15.5
1979,New Jersey,7.345,4237.8,2406.4,501.2,6.9,5.3,,2.9,72.6,11.3,11479.46,16.3
1980,New Jersey,7.365,4515.8,2573.8,604.4,7.1,5.2,,3.1,82.4,13.5,12513.46,17.1
1981,New Jersey,7.401,5038.8,3008.2,630.6,7.5,5.1444,,3.35,90.9,10.3,13773.1,17.9
1982,New Jersey,7.437,5136.2,3105.3,607.4,8.7,5.0889,,3.35,96.5,6.1,14531.34,17.6
1983,New Jersey,7.473,5429.9,3123.9,553.1,8.2,5.0333,,3.35,99.6,3.2,15239.24,17.0
1984,New Jersey,7.5089999999999995,5932.1,3161.9,527.7,6.3,4.9778,63.4,3.35,103.9,4.3,16135.07,16.5
1985,New Jersey,7.545,6439.2,3441.4,544.5,5.6,4.9222,62.3,3.35,107.6,3.5,16822.51,15.1
1986,New Jersey,7.582000000000001,7097.1,3727.3,572.5,5.0,4.8667,63.3,3.35,109.6,1.9,17321.82,13.3
1987,New Jersey,7.619,7806.7,3941.7,541.0,4.0,4.8111,64.0,3.35,113.6,3.7,18426.51,12.7
1988,New Jersey,7.656000000000001,8480.5,4138.0,582.8,3.8,4.7556,64.8,3.35,118.3,4.1,19334.04,12.6
1989,New Jersey,7.693,9447.0,4729.5,609.0,4.1,4.7,65.7,3.35,124.0,4.8,20099.55,12.6
1990,New Jersey,7.73,10185.0,5308.1,647.6,5.1,4.7,65.0,3.35,130.7,5.4,21027.98,13.2
1991,New Jersey,7.796,10708.6,6425.9,634.8,6.8,4.6429,64.8,3.8,136.2,4.2,21811.6,14.5
1992,New Jersey,7.862,11818.1,4717.3,625.8,8.5,4.5857,64.6,4.25,140.3,3.0,22935.42,15.3
1993,New Jersey,7.928999999999999,12858.9,4680.7,626.9,7.8,4.5286,64.5,4.25,144.5,3.0,23132.67,15.9
1994,New Jersey,7.997000000000001,13727.0,4219.3,614.2,6.8,4.4714,64.1,5.05,148.2,2.6,23753.53,16.3
1995,New Jersey,8.065,14408.5,5185.9,599.8,6.4,4.4143,64.9,5.05,152.4,2.8,24705.66,16.2
1996,New Jersey,8.134,14798.9,5033.2,531.5,6.1,4.3571,64.6,5.05,156.9,2.9,25913.9,15.8
1997,New Jersey,8.203,15254.2,4783.6,492.6,5.3,4.3,63.1,5.05,160.5,2.3,27426.0,15.1
1998,New Jersey,8.273,16408.2,4403.7,440.2,4.6,4.2,63.1,5.15,163.0,1.6,28861.44,14.6
1999,New Jersey,8.343,17102.9,4389.3,411.9,4.4,4.1,64.5,5.15,166.6,2.2,30469.84,14.4
2000,New Jersey,8.431000000000001,19036.5,4174.7,383.8,3.7,4.0,66.2,5.15,172.2,3.4,32154.82,14.0
2001,New Jersey,8.488999999999999,20236.4,4847.9,388.8,4.2,4.0,66.5,5.15,177.1,2.8,32921.92,13.7
2002,New Jersey,8.544,20799.0,5827.0,376.1,5.8,3.9,66.9,5.15,179.9,1.6,33252.09,13.3
2003,New Jersey,8.583,23324.7,6506.3,364.3,5.8,3.8,66.9,5.15,184.0,2.3,34064.95,13.1
2004,New Jersey,8.612,24999.8,5619.2,356.3,4.9,3.7,68.8,5.15,188.9,2.7,35648.55,12.7
2005,New Jersey,8.622,26987.9,5367.0,355.3,4.4,3.6,70.1,5.15,195.3,3.4,36952.94,12.8
2006,New Jersey,8.624,29640.0,5981.1,350.2,4.6,3.7,69.0,6.15,201.6,3.2,38651.41,13.1
2007,New Jersey,8.636000000000001,30017.4,6094.7,328.6,4.2,3.6,68.3,7.15,207.342,2.9,40405.48,13.1
2008,New Jersey,8.663,30924.4,6618.8,326.5,5.4,3.5,67.3,7.15,215.303,3.8,41334.97,13.4
2009,New Jersey,8.708,32055.4,8256.1,311.4,9.0,3.5,65.9,7.15,214.537,-0.4,40711.61,13.9
2010,New Jersey,8.799,32229.9,12667.9,307.5,9.7,3.6,66.5,7.25,218.05599999999998,1.6,41673.83,14.1
2011,New Jersey,8.829,31019.2,12226.5,307.9,9.4,3.6,66.4,7.25,224.93900000000002,3.2,42979.61,14.6
2012,New Jersey,8.846,32203.1,11130.0,290.1,9.4,3.4,66.6,7.25,229.59400000000002,2.1,44321.67,15.6
2013,New Jersey,8.857999999999999,33118.2,12025.3,288.9,8.4,3.3,64.9,7.25,232.957,1.5,44888.16,16.2
2014,New Jersey,8.867,34606.2,10696.1,260.9,6.7,3.2,65.2,8.25,236.736,1.6,46481.52,16.7
2015,New Jersey,8.87,35343.7,9149.6,256.0,5.7,3.1,64.0,8.38,237.017,0.1,48098.63,
2016,New Jersey,8.874,36735.7,9277.8,243.5,4.9,3.01,62.2,8.38,240.007,1.3,48642.15,
2017,New Jersey,8.888,37251.4,7376.9,231.8,4.5,2.9,64.1,8.44,245.12,2.1,50321.89,
2018,New Jersey,8.892000000000001,38074.2,7430.1,208.6,4.0,2.9,65.0,8.6,251.107,2.4,52145.8,
2019,New Jersey,8.891,37334.7,7868.2,206.9,3.4,2.7,65.0,11.0,255.657,1.8,54099.99,
2020,New Jersey,8.882,36908.4,7796.4,,9.8,,64.3,11.0,258.66,1.2,54640.99,
2021,New Jersey,8.873,36687.2,7782.8,,,,,,,4.8,,
2022,New Jersey,8.865,36927.3,7859.0,,,,,,,,,
2023,New Jersey,8.856,37742.9,8047.3,,,,,,,,,
2024,New Jersey,8.847000000000001,39164.2,8353.3,,,,,,,,,
2025,New Jersey,8.838,41158.9,8769.9,,,,,,,,,
2026,New Jersey,8.829,43647.4,9280.5,,,,,,,,,
1970,New Mexico,1.0170000000000001,326.7,30.4,304.4,,3.5,,1.3,38.8,5.8,6186.24,
1971,New Mexico,1.043,348.0,42.0,387.8,,3.75,,1.3,40.5,4.3,6497.08,
1972,New Mexico,1.069,380.1,56.5,431.7,,4.0,,1.6,41.8,3.3,7133.8,
1973,New Mexico,1.0959999999999999,406.5,47.9,471.9,,4.25,,1.6,44.4,6.2,7580.16,
1974,New Mexico,1.123,430.7,46.3,450.4,,4.5,,1.6,49.3,11.1,8030.76,
1975,New Mexico,1.151,519.7,51.3,534.8,,4.75,,1.6,53.8,9.1,8630.92,
1976,New Mexico,1.18,579.1,84.3,554.4,8.7,5.0,,2.2,56.9,5.7,9226.48,25.4
1977,New Mexico,1.21,641.3,153.0,500.9,7.8,5.1,,2.2,60.6,6.5,9779.44,25.1
1978,New Mexico,1.24,720.6,150.0,528.2,6.2,5.2,,2.2,65.2,7.6,10556.03,25.4
1979,New Mexico,1.271,828.6,175.4,586.0,6.7,5.3,,2.9,72.6,11.3,11479.46,25.2
1980,New Mexico,1.3030000000000002,933.4,207.0,615.0,7.6,5.2,,3.1,82.4,13.5,12513.46,25.6
1981,New Mexico,1.3230000000000002,1044.7,251.7,671.7,7.2,5.1444,,3.35,90.9,10.3,13773.1,26.7
1982,New Mexico,1.3430000000000002,1173.7,286.2,734.5,9.0,5.0889,,3.35,96.5,6.1,14531.34,27.1
1983,New Mexico,1.3630000000000002,1281.3,331.4,686.8,9.7,5.0333,,3.35,99.6,3.2,15239.24,26.7
1984,New Mexico,1.3840000000000001,1350.3,334.9,688.1,7.7,4.9778,68.0,3.35,103.9,4.3,16135.07,26.9
1985,New Mexico,1.405,1458.8,347.2,703.9,8.6,4.9222,68.2,3.35,107.6,3.5,16822.51,26.2
1986,New Mexico,1.426,1596.9,387.1,725.6,9.2,4.8667,67.8,3.35,109.6,1.9,17321.82,26.1
1987,New Mexico,1.4480000000000002,1526.5,435.0,628.5,8.9,4.8111,67.2,3.35,113.6,3.7,18426.51,25.7
1988,New Mexico,1.47,1591.0,466.0,658.1,7.6,4.7556,65.4,3.35,118.3,4.1,19334.04,25.5
1989,New Mexico,1.492,1754.0,495.8,703.9,6.7,4.7,65.5,3.35,124.0,4.8,20099.55,25.9
1990,New Mexico,1.515,1886.8,554.5,780.2,6.7,4.7,68.6,3.35,130.7,5.4,21027.98,26.0
1991,New Mexico,1.5430000000000001,2062.8,668.4,834.8,7.2,4.6429,69.5,3.8,136.2,4.2,21811.6,24.7
1992,New Mexico,1.5719999999999998,2173.7,511.7,934.9,7.3,4.5857,70.5,4.25,140.3,3.0,22935.42,24.9
1993,New Mexico,1.601,2312.6,533.7,929.7,7.3,4.5286,69.1,4.25,144.5,3.0,23132.67,25.6
1994,New Mexico,1.63,2338.4,528.6,889.2,6.5,4.4714,66.8,4.25,148.2,2.6,23753.53,25.6
1995,New Mexico,1.66,2592.7,597.1,819.2,6.7,4.4143,67.0,4.25,152.4,2.8,24705.66,24.9
1996,New Mexico,1.6909999999999998,2632.4,565.8,840.6,7.5,4.3571,67.1,4.25,156.9,2.9,25913.9,24.4
1997,New Mexico,1.722,2997.6,586.5,853.3,6.4,4.3,69.6,4.75,160.5,2.3,27426.0,23.4
1998,New Mexico,1.754,3140.5,578.6,961.4,6.2,4.2,71.3,5.15,163.0,1.6,28861.44,21.7
1999,New Mexico,1.786,3365.8,588.0,834.6,5.6,4.1,72.6,5.15,166.6,2.2,30469.84,19.9
2000,New Mexico,1.821,3726.9,594.0,757.9,5.0,4.0,73.7,5.15,172.2,3.4,32154.82,19.1
2001,New Mexico,1.829,3888.9,768.8,780.4,5.0,4.0,70.8,5.15,177.1,2.8,32921.92,18.6
2002,New Mexico,1.85,4210.4,717.7,740.7,5.5,3.9,70.0,5.15,179.9,1.6,33252.09,17.7
2003,New Mexico,1.87,4412.4,921.3,667.3,5.9,3.8,70.3,5.15,184.0,2.3,34064.95,17.3
2004,New Mexico,1.892,4691.5,833.8,687.4,5.6,3.7,71.5,5.15,188.9,2.7,35648.55,16.9
2005,New Mexico,1.9169999999999998,4915.6,846.8,646.3,5.2,3.6,71.4,5.15,195.3,3.4,36952.94,15.9
2006,New Mexico,1.943,5268.2,757.3,654.7,4.2,3.7,72.0,5.15,201.6,3.2,38651.41,15.8
2007,New Mexico,1.969,5809.6,655.0,675.7,3.6,3.6,71.5,5.15,207.342,2.9,40405.48,15.7
2008,New Mexico,1.9869999999999999,6278.3,746.6,653.5,4.3,3.5,70.4,6.5,215.303,3.8,41334.97,15.2
2009,New Mexico,2.01,6694.9,917.6,632.4,7.1,3.5,69.1,7.5,214.537,-0.4,40711.61,15.1
2010,New Mexico,2.065,6567.3,1355.4,588.0,7.8,3.6,68.6,7.5,218.05599999999998,1.6,41673.83,16.2
2011,New Mexico,2.081,6382.2,1365.1,572.7,7.2,3.6,69.1,7.5,224.93900000000002,3.2,42979.61,15.7
2012,New Mexico,2.088,6331.2,1132.4,559.6,7.0,3.4,66.8,7.5,229.59400000000002,2.1,44321.67,16.0
2013,New Mexico,2.093,6221.7,935.4,622.5,6.9,3.3,67.3,7.5,232.957,1.5,44888.16,16.6
2014,New Mexico,2.09,6331.3,840.1,597.7,6.6,3.2,66.3,7.5,236.736,1.6,46481.52,15.9
2015,New Mexico,2.09,6810.7,824.4,657.2,6.6,3.1,66.5,7.5,237.017,0.1,48098.63,
2016,New Mexico,2.093,6713.0,781.5,699.4,6.7,3.01,67.4,7.5,240.007,1.3,48642.15,
2017,New Mexico,2.093,6856.9,782.6,778.6,6.1,2.9,66.6,7.5,245.12,2.1,50321.89,
2018,New Mexico,2.094,6822.0,784.1,842.8,4.9,2.9,68.0,7.5,251.107,2.4,52145.8,
2019,New Mexico,2.1,6458.3,981.6,832.2,5.0,2.7,67.4,9.0,255.657,1.8,54099.99,
2020,New Mexico,2.106,6421.6,990.2,,8.4,,70.3,9.0,258.66,1.2,54640.99,
2021,New Mexico,2.113,6399.3,999.0,,,,,,,4.8,,
2022,New Mexico,2.12,6429.8,1012.7,,,,,,,,,
2023,New Mexico,2.127,6532.6,1033.7,,,,,,,,,
2024,New Mexico,2.133,6716.4,1063.3,,,,,,,,,
2025,New Mexico,2.14,6982.1,1101.7,,,,,,,,,
2026,New Mexico,2.147,7323.6,1148.7,,,,,,,,,
1970,New York,18.241,5576.4,2803.9,685.0,,3.5,,1.6,38.8,5.8,6186.24,17.5
1971,New York,18.172,6543.1,3462.4,788.7,,3.75,,1.6,40.5,4.3,6497.08,17.1
1972,New York,18.102999999999998,7686.2,4743.4,754.3,,4.0,,1.85,41.8,3.3,7133.8,17.2
1973,New York,18.034000000000002,7702.1,4389.6,741.7,,4.25,,1.85,44.4,6.2,7580.16,17.4
1974,New York,17.965,8102.2,4546.4,803.0,,4.5,,1.85,49.3,11.1,8030.76,17.5
1975,New York,17.897000000000002,8962.7,5231.2,856.4,,4.75,,1.85,53.8,9.1,8630.92,18.0
1976,New York,17.828,9339.9,7643.9,868.1,10.2,5.0,,2.3,56.9,5.7,9226.48,18.3
1977,New York,17.76,9866.4,8169.2,831.8,9.2,5.1,,2.3,60.6,6.5,9779.44,18.6
1978,New York,17.692999999999998,10269.8,7808.9,841.0,7.7,5.2,,2.3,65.2,7.6,10556.03,19.3
1979,New York,17.625,10734.4,7429.7,917.4,7.1,5.3,,2.9,72.6,11.3,11479.46,20.1
1980,New York,17.558,11931.5,8569.9,1029.5,7.4,5.2,,3.1,82.4,13.5,12513.46,20.7
1981,New York,17.601,12890.3,9809.9,1069.6,7.6,5.1444,,3.35,90.9,10.3,13773.1,21.8
1982,New York,17.644000000000002,13631.3,10873.6,990.1,8.7,5.0889,,3.35,96.5,6.1,14531.34,22.4
1983,New York,17.687,14870.0,10667.2,914.1,8.9,5.0333,,3.35,99.6,3.2,15239.24,22.6
1984,New York,17.73,15961.6,12407.8,914.3,7.2,4.9778,51.1,3.35,103.9,4.3,16135.07,22.2
1985,New York,17.773,17249.9,13845.7,929.9,6.6,4.9222,50.3,3.35,107.6,3.5,16822.51,21.5
1986,New York,17.816,18802.3,13628.1,985.9,6.2,4.8667,51.3,3.35,109.6,1.9,17321.82,20.5
1987,New York,17.86,20664.6,14795.1,1008.1,4.8,4.8111,52.0,3.35,113.6,3.7,18426.51,19.6
1988,New York,17.903,22144.3,16198.6,1097.3,4.2,4.7556,50.7,3.35,118.3,4.1,19334.04,19.2
1989,New York,17.947,24172.0,18178.0,1131.2,4.9,4.7,52.3,3.35,124.0,4.8,20099.55,19.4
1990,New York,17.991,25834.5,20570.1,1180.9,5.3,4.7,53.3,3.35,130.7,5.4,21027.98,20.0
1991,New York,18.087,28215.1,23950.1,1163.9,7.3,4.6429,52.6,3.8,136.2,4.2,21811.6,20.9
1992,New York,18.184,28820.9,16024.8,1122.1,8.7,4.5857,53.3,4.25,140.3,3.0,22935.42,21.8
1993,New York,18.281,30686.5,17374.8,1073.5,7.9,4.5286,52.8,4.25,144.5,3.0,23132.67,22.3
1994,New York,18.379,32114.0,16401.1,965.6,6.9,4.4714,52.5,4.25,148.2,2.6,23753.53,22.7
1995,New York,18.477,33875.6,17480.3,841.9,6.3,4.4143,52.7,4.25,152.4,2.8,24705.66,22.9
1996,New York,18.576,33577.5,16448.3,727.0,6.2,4.3571,52.7,4.25,156.9,2.9,25913.9,22.8
1997,New York,18.675,34695.5,16024.5,688.6,6.4,4.3,52.6,4.75,160.5,2.3,27426.0,22.5
1998,New York,18.775,36612.0,14310.5,637.8,5.6,4.2,52.8,5.15,163.0,1.6,28861.44,21.9
1999,New York,18.875999999999998,38434.5,14463.2,588.8,5.2,4.1,52.8,5.15,166.6,2.2,30469.84,21.6
2000,New York,18.998,41399.4,13443.1,553.9,4.5,4.0,53.4,5.15,172.2,3.4,32154.82,20.9
2001,New York,19.089000000000002,45361.9,15012.5,513.6,4.9,4.0,53.9,5.15,177.1,2.8,32921.92,20.3
2002,New York,19.162,48477.3,17176.9,496.6,6.2,3.9,54.8,5.15,179.9,1.6,33252.09,19.7
2003,New York,19.230999999999998,50247.6,18498.3,465.8,6.4,3.8,54.3,5.15,184.0,2.3,34064.95,19.6
2004,New York,19.298,52456.3,17736.3,440.4,5.8,3.7,54.8,5.15,188.9,2.7,35648.55,19.0
2005,New York,19.331,54789.7,17451.2,444.4,5.0,3.6,55.9,6.0,195.3,3.4,36952.94,19.2
2006,New York,19.357,58262.7,17440.4,435.2,4.5,3.7,55.7,6.75,201.6,3.2,38651.41,19.3
2007,New York,19.423,61764.6,18835.9,414.4,4.4,3.6,55.9,7.15,207.342,2.9,40405.48,18.8
2008,New York,19.468,65617.6,19375.6,397.9,5.4,3.5,55.0,7.15,215.303,3.8,41334.97,18.4
2009,New York,19.542,69903.9,21776.8,384.4,8.4,3.5,54.4,7.15,214.537,-0.4,40711.61,18.1
2010,New York,19.4,71848.3,27933.7,394.4,8.7,3.6,54.5,7.25,218.05599999999998,1.6,41673.83,17.7
2011,New York,19.5,72394.3,27388.4,397.2,8.3,3.6,53.6,7.25,224.93900000000002,3.2,42979.61,17.2
2012,New York,19.574,72675.6,25388.1,406.3,8.6,3.4,53.6,7.25,229.59400000000002,2.1,44321.67,17.6
2013,New York,19.627,75318.6,23268.6,393.8,7.8,3.3,53.0,7.25,232.957,1.5,44888.16,18.0
2014,New York,19.653,78875.8,21014.7,384.7,6.3,3.2,52.9,8.0,236.736,1.6,46481.52,17.7
2015,New York,19.657,80630.3,19631.0,380.4,5.2,3.1,51.5,8.75,237.017,0.1,48098.63,
2016,New York,19.636,83532.6,20190.9,374.6,4.9,3.01,51.5,9.0,240.007,1.3,48642.15,
2017,New York,19.594,86292.0,21757.7,361.1,4.6,2.9,51.1,9.7,245.12,2.1,50321.89,
2018,New York,19.544,89262.4,22732.7,350.8,4.1,2.9,51.0,10.4,251.107,2.4,52145.8,
2019,New York,19.463,78835.7,22292.0,358.6,3.8,2.7,52.0,11.8,255.657,1.8,54099.99,
2020,New York,19.337,75526.2,22520.6,,10.0,,53.6,11.8,258.66,1.2,54640.99,
2021,New York,19.211,72857.9,22757.0,,,,,,,4.8,,
2022,New York,19.087,71503.7,23113.2,,,,,,,,,
2023,New York,18.963,71811.0,23641.3,,,,,,,,,
2024,New York,18.84,73905.9,24365.1,,,,,,,,,
2025,New York,18.717,77732.3,25289.0,,,,,,,,,
2026,New York,18.596,83084.5,26402.3,,,,,,,,,
1970,North Carolina,5.084,1087.8,188.2,370.2,,3.5,,1.3,38.8,5.8,6186.24,
1971,North Carolina,5.159,1215.3,256.6,387.7,,3.75,,1.3,40.5,4.3,6497.08,
1972,North Carolina,5.235,1361.8,372.6,423.6,,4.0,,1.6,41.8,3.3,7133.8,
1973,North Carolina,5.312,1440.5,262.9,437.8,,4.25,,1.6,44.4,6.2,7580.16,
1974,North Carolina,5.388999999999999,1664.7,276.0,488.9,,4.5,,1.6,49.3,11.1,8030.76,
1975,North Carolina,5.468999999999999,2072.5,509.0,436.5,,4.75,,1.6,53.8,9.1,8630.92,
1976,North Carolina,5.5489999999999995,2243.5,626.6,403.4,6.2,5.0,,2.2,56.9,5.7,9226.48,20.9
1977,North Carolina,5.63,2428.2,777.2,407.1,5.9,5.1,,2.2,60.6,6.5,9779.44,20.6
1978,North Carolina,5.712999999999999,2614.9,706.0,413.4,4.6,5.2,,2.2,65.2,7.6,10556.03,20.2
1979,North Carolina,5.797000000000001,2905.1,998.7,446.1,4.8,5.3,,2.9,72.6,11.3,11479.46,20.4
1980,North Carolina,5.882000000000001,3218.1,1096.5,455.0,6.4,5.2,,3.1,82.4,13.5,12513.46,21.5
1981,North Carolina,5.952999999999999,3634.4,1316.0,436.7,6.4,5.1444,,3.35,90.9,10.3,13773.1,21.8
1982,North Carolina,6.024,3806.1,1405.8,446.3,9.3,5.0889,,3.35,96.5,6.1,14531.34,22.0
1983,North Carolina,6.097,3821.6,1618.0,409.6,8.9,5.0333,,3.35,99.6,3.2,15239.24,21.8
1984,North Carolina,6.17,4243.6,1393.3,403.6,6.6,4.9778,68.8,3.35,103.9,4.3,16135.07,21.3
1985,North Carolina,6.244,4831.5,1503.2,420.9,5.7,4.9222,68.0,3.35,107.6,3.5,16822.51,19.7
1986,North Carolina,6.319,5375.4,1611.8,475.9,5.3,4.8667,68.2,3.35,109.6,1.9,17321.82,18.9
1987,North Carolina,6.395,5824.3,1705.3,484.0,4.5,4.8111,68.4,3.35,113.6,3.7,18426.51,18.4
1988,North Carolina,6.472,6251.0,1851.9,501.9,3.7,4.7556,68.3,3.35,118.3,4.1,19334.04,18.0
1989,North Carolina,6.55,6932.6,2151.1,546.4,3.6,4.7,69.4,3.35,124.0,4.8,20099.55,17.9
1990,North Carolina,6.629,7629.2,2444.9,623.5,4.1,4.7,69.0,3.35,130.7,5.4,21027.98,17.8
1991,North Carolina,6.7589999999999995,8054.7,3210.7,658.4,5.9,4.6429,69.3,3.8,136.2,4.2,21811.6,17.9
1992,North Carolina,6.891,8378.0,1957.9,681.0,6.3,4.5857,68.6,4.25,140.3,3.0,22935.42,17.7
1993,North Carolina,7.026,8682.9,2084.9,679.3,5.1,4.5286,68.8,4.25,144.5,3.0,23132.67,16.8
1994,North Carolina,7.164,9138.5,2179.1,655.0,4.4,4.4714,68.7,4.25,148.2,2.6,23753.53,16.1
1995,North Carolina,7.305,9873.0,2533.4,646.4,4.4,4.4143,70.1,4.25,152.4,2.8,24705.66,14.9
1996,North Carolina,7.4479999999999995,10355.0,2388.4,588.1,4.4,4.3571,70.4,4.25,156.9,2.9,25913.9,14.6
1997,North Carolina,7.593999999999999,11152.6,2491.3,607.0,3.8,4.3,70.2,4.75,160.5,2.3,27426.0,14.1
1998,North Carolina,7.742999999999999,12085.6,2591.0,579.4,3.5,4.2,71.3,5.15,163.0,1.6,28861.44,14.4
1999,North Carolina,7.895,13111.0,3248.7,542.1,3.3,4.1,71.7,5.15,166.6,2.2,30469.84,14.2
2000,North Carolina,8.079,14327.4,3322.3,497.6,3.7,4.0,71.1,5.15,172.2,3.4,32154.82,14.7
2001,North Carolina,8.203,15054.8,4045.8,493.1,5.6,4.0,71.3,5.15,177.1,2.8,32921.92,15.0
2002,North Carolina,8.317,15427.1,4294.4,471.0,6.9,3.9,70.0,5.15,179.9,1.6,33252.09,15.2
2003,North Carolina,8.416,16054.4,4836.9,454.1,6.7,3.8,70.0,5.15,184.0,2.3,34064.95,15.1
2004,North Carolina,8.531,17433.8,4734.7,447.8,5.9,3.7,69.8,5.15,188.9,2.7,35648.55,14.9
2005,North Carolina,8.669,18858.7,3567.7,468.7,5.6,3.6,70.9,5.15,195.3,3.4,36952.94,14.9
2006,North Carolina,8.867,20142.0,3212.5,475.2,5.1,3.7,70.2,5.15,201.6,3.2,38651.41,14.1
2007,North Carolina,9.064,20986.9,3620.1,466.1,5.1,3.6,70.3,6.15,207.342,2.9,40405.48,14.0
2008,North Carolina,9.247,22236.4,4091.3,467.6,6.2,3.5,69.4,6.15,215.303,3.8,41334.97,13.8
2009,North Carolina,9.381,23582.1,5463.0,404.5,11.0,3.5,70.1,6.55,214.537,-0.4,40711.61,13.7
2010,North Carolina,9.575,23711.6,8325.5,362.7,10.7,3.6,69.5,7.25,218.05599999999998,1.6,41673.83,13.8
2011,North Carolina,9.658999999999999,23964.8,7604.4,346.3,10.3,3.6,68.3,7.25,224.93900000000002,3.2,42979.61,14.7
2012,North Carolina,9.752,24408.9,6988.5,353.5,9.5,3.4,67.2,7.25,229.59400000000002,2.1,44321.67,14.7
2013,North Carolina,9.847000000000001,24371.1,6267.1,341.0,7.8,3.3,67.3,7.25,232.957,1.5,44888.16,16.0
2014,North Carolina,9.937000000000001,24398.5,5888.7,329.1,6.1,3.2,66.4,7.25,236.736,1.6,46481.52,16.1
2015,North Carolina,10.037,25372.2,4105.5,346.1,5.7,3.1,65.2,7.25,237.017,0.1,48098.63,
2016,North Carolina,10.162,26068.4,4003.4,371.8,5.1,3.01,65.7,7.25,240.007,1.3,48642.15,
2017,North Carolina,10.276,27388.5,4075.7,370.4,4.5,2.9,66.3,7.25,245.12,2.1,50321.89,
2018,North Carolina,10.390999999999998,28395.9,3900.9,356.2,4.0,2.9,65.2,7.25,251.107,2.4,52145.8,
2019,North Carolina,10.501,30191.9,3809.5,371.8,3.8,2.7,65.1,7.25,255.657,1.8,54099.99,
