year,state,population_million,education_million,welfare_million,crime_rate,unemployment_rate,divorce_rate_per_1000_people,homeownership_rate,minimum_wage_effective,CPI_Average,inflation_rate,avg_wage_index,poverty_rate
1982,Missouri,4.956,2649.1,1207.0,506.5,9.3,5.0889,,3.35,96.5,6.1,14531.34,19.7
1983,Missouri,4.976,2749.1,1220.4,477.2,9.9,5.0333,,3.35,99.6,3.2,15239.24,19.8
1984,Missouri,4.996,3058.6,1194.7,460.7,7.4,4.9778,69.5,3.35,103.9,4.3,16135.07,19.6
1985,Missouri,5.016,3315.9,1301.4,503.5,6.6,4.9222,69.2,3.35,107.6,3.5,16822.51,18.8
1986,Missouri,5.0360000000000005,3620.6,1359.8,578.6,6.4,4.8667,67.8,3.35,109.6,1.9,17321.82,18.2
1987,Missouri,5.056,4093.7,1492.9,544.6,6.3,4.8111,66.1,3.35,113.6,3.7,18426.51,17.6
1988,Missouri,5.0760000000000005,4320.3,1530.1,552.5,5.7,4.7556,64.8,3.35,118.3,4.1,19334.04,17.6
1989,Missouri,5.0969999999999995,4725.4,1665.0,632.6,5.5,4.7,63.7,3.35,124.0,4.8,20099.55,17.5
1990,Missouri,5.117,5022.1,1860.8,715.3,5.9,4.7,64.0,3.35,130.7,5.4,21027.98,17.7
1991,Missouri,5.162999999999999,5406.6,2393.6,763.0,6.6,4.6429,64.2,3.8,136.2,4.2,21811.6,17.6
1992,Missouri,5.209,5610.9,1412.4,740.4,6.2,4.5857,65.2,4.25,140.3,3.0,22935.42,17.2
1993,Missouri,5.256,5584.5,1506.4,744.4,6.2,4.5286,66.4,4.25,144.5,3.0,23132.67,16.0
1994,Missouri,5.303,5952.7,1516.9,743.5,5.2,4.4714,68.4,4.25,148.2,2.6,23753.53,14.3
1995,Missouri,5.351,6707.7,1596.2,663.8,4.8,4.4143,69.4,4.25,152.4,2.8,24705.66,13.1
1996,Missouri,5.399,7219.6,1543.9,590.9,4.7,4.3571,70.2,4.25,156.9,2.9,25913.9,11.6
1997,Missouri,5.447,7619.9,1581.0,577.4,4.4,4.3,70.5,4.75,160.5,2.3,27426.0,10.9
1998,Missouri,5.496,8159.0,1571.3,555.7,4.0,4.2,70.7,5.15,163.0,1.6,28861.44,10.4
1999,Missouri,5.545,8714.1,1613.8,500.2,3.2,4.1,72.9,5.15,166.6,2.2,30469.84,10.5
2000,Missouri,5.606,9342.9,1692.3,490.0,3.4,4.0,74.2,5.15,172.2,3.4,32154.82,10.2
2001,Missouri,5.644,10023.7,2038.0,540.5,4.5,4.0,74.0,5.15,177.1,2.8,32921.92,10.3
2002,Missouri,5.681,10720.1,2331.9,539.0,5.3,3.9,74.8,5.15,179.9,1.6,33252.09,10.1
2003,Missouri,5.715,10841.5,2504.9,490.8,5.7,3.8,74.0,5.15,184.0,2.3,34064.95,10.2
2004,Missouri,5.757999999999999,11040.1,2392.9,490.1,5.9,3.7,72.4,5.15,188.9,2.7,35648.55,10.4
2005,Missouri,5.807,11562.3,2354.7,525.7,5.4,3.6,72.3,5.15,195.3,3.4,36952.94,10.5
2006,Missouri,5.862,12190.1,2196.7,545.9,4.9,3.7,71.9,5.15,201.6,3.2,38651.41,10.2
2007,Missouri,5.91,13000.4,2420.9,560.7,5.1,3.6,70.4,6.5,207.342,2.9,40405.48,10.6
2008,Missouri,5.956,14281.0,2562.1,502.4,6.2,3.5,71.4,6.65,215.303,3.8,41334.97,11.3
2009,Missouri,5.9879999999999995,14713.4,3027.8,492.9,9.0,3.5,72.0,7.05,214.537,-0.4,40711.61,11.5
2010,Missouri,5.996,14506.3,4020.3,457.7,9.5,3.6,71.2,7.25,218.05599999999998,1.6,41673.83,11.6
2011,Missouri,6.011,13990.0,3409.2,447.5,8.6,3.6,71.1,7.25,224.93900000000002,3.2,42979.61,12.3
2012,Missouri,6.026,14515.4,2702.6,451.3,7.2,3.4,70.8,7.25,229.59400000000002,2.1,44321.67,11.8
2013,Missouri,6.042999999999999,14601.1,2227.7,433.7,6.8,3.3,71.3,7.35,232.957,1.5,44888.16,11.4
2014,Missouri,6.059,14831.8,2330.2,443.3,6.2,3.2,70.5,7.5,236.736,1.6,46481.52,11.3
2015,Missouri,6.075,15152.9,1861.3,498.5,5.1,3.1,68.5,7.65,237.017,0.1,48098.63,
2016,Missouri,6.091,15350.0,1768.4,520.8,4.5,3.01,66.7,7.65,240.007,1.3,48642.15,
2017,Missouri,6.111000000000001,15608.4,1721.0,531.2,3.8,2.9,67.6,7.7,245.12,2.1,50321.89,
2018,Missouri,6.126,15728.7,1694.6,501.4,3.2,2.9,69.7,7.85,251.107,2.4,52145.8,
2019,Missouri,6.14,16020.8,1499.3,495.0,3.3,2.7,69.1,9.45,255.657,1.8,54099.99,
2020,Missouri,6.152,16261.8,1462.6,,6.1,,71.1,9.45,258.66,1.2,54640.99,
2021,Missouri,6.162999999999999,16536.4,1440.6,,,,,,,4.8,,
2022,Missouri,6.1739999999999995,16927.9,1441.3,,,,,,,,,
2023,Missouri,6.185,17468.0,1470.1,,,,,,,,,
2024,Missouri,6.196000000000001,18163.1,1528.2,,,,,,,,,
2025,Missouri,6.207000000000001,19003.8,1613.7,,,,,,,,,
2026,Missouri,6.218,19969.3,1722.5,,,,,,,,,
1970,Montana,0.6940000000000001,186.6,28.1,111.5,,3.5,,1.3,38.8,5.8,6186.24,
1971,Montana,0.703,222.4,33.9,137.1,,3.75,,1.3,40.5,4.3,6497.08,
1972,Montana,0.7120000000000001,240.8,42.1,150.1,,4.0,,1.6,41.8,3.3,7133.8,
1973,Montana,0.721,251.0,39.1,167.4,,4.25,,1.6,44.4,6.2,7580.16,
1974,Montana,0.73,278.8,42.4,162.4,,4.5,,1.6,49.3,11.1,8030.76,
1975,Montana,0.7390000000000001,353.7,52.9,189.6,,4.75,,1.6,53.8,9.1,8630.92,
1976,Montana,0.748,406.8,78.6,180.3,5.9,5.0,,2.2,56.9,5.7,9226.48,17.3
1977,Montana,0.758,416.9,129.7,218.0,6.2,5.1,,2.2,60.6,6.5,9779.44,18.1
1978,Montana,0.767,509.2,139.7,237.6,5.6,5.2,,2.2,65.2,7.6,10556.03,18.2
1979,Montana,0.777,489.7,151.4,224.2,5.2,5.3,,2.9,72.6,11.3,11479.46,18.7
1980,Montana,0.787,549.8,171.6,222.6,6.3,5.2,,3.1,82.4,13.5,12513.46,19.5
1981,Montana,0.7879999999999999,570.0,213.7,253.0,6.7,5.1444,,3.35,90.9,10.3,13773.1,19.8
1982,Montana,0.789,626.2,264.9,224.8,8.6,5.0889,,3.35,96.5,6.1,14531.34,20.0
1983,Montana,0.79,706.4,283.7,212.6,8.8,5.0333,,3.35,99.6,3.2,15239.24,21.1
1984,Montana,0.792,761.1,305.9,237.6,7.5,4.9778,66.4,3.35,103.9,4.3,16135.07,22.4
1985,Montana,0.7929999999999999,805.7,348.4,208.5,7.7,4.9222,66.5,3.35,107.6,3.5,16822.51,22.4
1986,Montana,0.794,848.2,360.7,157.4,7.9,4.8667,64.4,3.35,109.6,1.9,17321.82,22.3
1987,Montana,0.795,878.1,410.2,151.2,7.5,4.8111,65.0,3.35,113.6,3.7,18426.51,22.4
1988,Montana,0.797,872.5,403.0,123.0,6.6,4.7556,65.4,3.35,118.3,4.1,19334.04,22.2
1989,Montana,0.7979999999999999,873.8,431.2,116.0,6.0,4.7,67.9,3.35,124.0,4.8,20099.55,21.5
1990,Montana,0.799,954.1,526.3,159.3,6.1,4.7,69.1,3.35,130.7,5.4,21027.98,20.6
1991,Montana,0.809,1065.3,562.1,139.9,6.9,4.6429,69.6,3.8,136.2,4.2,21811.6,20.0
1992,Montana,0.8190000000000001,1091.3,241.8,169.9,6.7,4.5857,69.9,4.25,140.3,3.0,22935.42,18.9
1993,Montana,0.8290000000000001,1157.7,272.6,177.5,6.1,4.5286,69.7,4.25,144.5,3.0,23132.67,17.2
1994,Montana,0.8390000000000001,1293.5,277.8,177.1,5.5,4.4714,68.8,4.25,148.2,2.6,23753.53,16.2
1995,Montana,0.8490000000000001,1417.6,307.5,171.4,5.7,4.4143,68.7,4.25,152.4,2.8,24705.66,15.9
1996,Montana,0.8590000000000001,1481.8,335.5,161.0,5.6,4.3571,68.6,4.25,156.9,2.9,25913.9,15.3
1997,Montana,0.87,1464.3,352.9,132.1,5.5,4.3,67.5,4.75,160.5,2.3,27426.0,15.6
1998,Montana,0.8809999999999999,1480.2,284.7,204.2,5.6,4.2,68.6,5.15,163.0,1.6,28861.44,15.8
1999,Montana,0.8909999999999999,1619.2,318.4,236.8,5.3,4.1,70.6,5.15,166.6,2.2,30469.84,15.4
2000,Montana,0.903,1657.0,329.8,311.1,4.8,4.0,70.2,5.15,172.2,3.4,32154.82,15.0
2001,Montana,0.9059999999999999,1738.5,440.7,352.0,4.6,4.0,68.3,5.15,177.1,2.8,32921.92,15.4
2002,Montana,0.91,1810.6,423.0,351.2,4.6,3.9,69.4,5.15,179.9,1.6,33252.09,14.9
2003,Montana,0.917,1907.5,500.2,365.0,4.7,3.8,71.5,5.15,184.0,2.3,34064.95,14.3
2004,Montana,0.9259999999999999,1954.8,407.3,293.8,4.5,3.7,72.4,5.15,188.9,2.7,35648.55,14.3
2005,Montana,0.935,2012.0,394.7,281.8,4.1,3.6,70.4,5.15,195.3,3.4,36952.94,13.5
2006,Montana,0.946,2186.1,396.2,377.3,3.3,3.7,69.5,5.15,201.6,3.2,38651.41,12.5
2007,Montana,0.9570000000000001,2361.0,416.8,379.8,3.4,3.6,67.3,5.15,207.342,2.9,40405.48,11.6
2008,Montana,0.968,2549.7,458.1,311.4,4.7,3.5,70.3,5.85,215.303,3.8,41334.97,11.6
2009,Montana,0.975,2593.2,622.4,287.0,7.1,3.5,70.7,6.55,214.537,-0.4,40711.61,11.3
2010,Montana,0.991,2616.4,851.1,275.8,7.2,3.6,68.1,7.25,218.05599999999998,1.6,41673.83,11.3
2011,Montana,0.998,2625.1,789.0,276.1,6.6,3.6,68.4,7.25,224.93900000000002,3.2,42979.61,11.5
2012,Montana,1.004,2529.5,494.8,278.8,5.8,3.4,67.8,7.25,229.59400000000002,2.1,44321.67,11.9
2013,Montana,1.014,2587.8,463.2,288.1,5.4,3.3,67.4,7.25,232.957,1.5,44888.16,11.6
2014,Montana,1.023,2689.9,454.8,328.5,4.7,3.2,66.9,7.9,236.736,1.6,46481.52,12.0
2015,Montana,1.032,2761.4,396.1,353.4,4.3,3.1,66.4,8.05,237.017,0.1,48098.63,
2016,Montana,1.042,2908.5,410.0,374.1,4.3,3.01,67.1,8.05,240.007,1.3,48642.15,
2017,Montana,1.054,2972.1,430.3,373.9,4.1,2.9,67.6,8.15,245.12,2.1,50321.89,
2018,Montana,1.062,3117.0,396.5,380.9,3.8,2.9,67.4,8.3,251.107,2.4,52145.8,
2019,Montana,1.07,3116.2,349.5,404.9,3.6,2.7,68.7,8.65,255.657,1.8,54099.99,
2020,Montana,1.081,3113.2,334.6,,5.9,,68.4,8.65,258.66,1.2,54640.99,
2021,Montana,1.091,3121.5,323.2,,,,,,,4.8,,
2022,Montana,1.102,3160.2,318.3,,,,,,,,,
2023,Montana,1.113,3237.5,321.5,,,,,,,,,
2024,Montana,1.123,3356.0,333.1,,,,,,,,,
2025,Montana,1.1340000000000001,3513.8,352.7,,,,,,,,,
2026,Montana,1.145,3705.9,379.2,,,,,,,,,
1970,Nebraska,1.485,382.7,60.0,184.1,,3.5,,1.3,38.8,5.8,6186.24,
1971,Nebraska,1.494,419.6,84.8,155.8,,3.75,,1.3,40.5,4.3,6497.08,
1972,Nebraska,1.5019999999999998,460.3,60.2,173.0,,4.0,,1.6,41.8,3.3,7133.8,
1973,Nebraska,1.51,463.5,62.9,185.4,,4.25,,1.6,44.4,6.2,7580.16,
1974,Nebraska,1.5190000000000001,514.4,68.7,239.6,,4.5,,1.6,49.3,11.1,8030.76,
1975,Nebraska,1.527,627.5,97.8,257.8,,4.75,,1.6,53.8,9.1,8630.92,
1976,Nebraska,1.535,676.4,129.5,210.5,3.2,5.0,,2.2,56.9,5.7,9226.48,18.1
1977,Nebraska,1.544,788.2,187.0,199.4,3.3,5.1,,2.2,60.6,6.5,9779.44,18.0
1978,Nebraska,1.5530000000000002,797.5,222.8,190.5,3.0,5.2,,2.2,65.2,7.6,10556.03,17.9
1979,Nebraska,1.561,910.4,220.6,225.9,2.8,5.3,,2.9,72.6,11.3,11479.46,19.0
1980,Nebraska,1.57,983.3,257.4,224.6,3.8,5.2,,3.1,82.4,13.5,12513.46,19.1
1981,Nebraska,1.571,1076.2,299.1,181.5,4.1,5.1444,,3.35,90.9,10.3,13773.1,20.4
1982,Nebraska,1.5719999999999998,1157.5,340.6,229.6,5.5,5.0889,,3.35,96.5,6.1,14531.34,21.0
1983,Nebraska,1.5719999999999998,1219.2,403.3,217.7,5.6,5.0333,,3.35,99.6,3.2,15239.24,20.8
1984,Nebraska,1.5730000000000002,1321.6,399.4,225.8,4.5,4.9778,69.3,3.35,103.9,4.3,16135.07,20.3
1985,Nebraska,1.574,1440.3,433.0,237.9,5.1,4.9222,68.5,3.35,107.6,3.5,16822.51,19.1
1986,Nebraska,1.575,1490.2,470.2,262.6,4.8,4.8667,68.3,3.35,109.6,1.9,17321.82,17.2
1987,Nebraska,1.5759999999999998,1582.8,509.4,251.2,4.2,4.8111,66.8,3.35,113.6,3.7,18426.51,16.2
1988,Nebraska,1.577,1639.7,519.6,273.2,3.5,4.7556,66.6,3.35,118.3,4.1,19334.04,15.2
1989,Nebraska,1.578,1820.9,581.6,279.5,2.9,4.7,67.2,3.35,124.0,4.8,20099.55,13.8
1990,Nebraska,1.578,1981.1,629.7,330.0,2.4,4.7,67.3,3.35,130.7,5.4,21027.98,13.4
1991,Nebraska,1.591,2163.7,730.5,334.6,2.7,4.6429,67.5,3.8,136.2,4.2,21811.6,12.8
1992,Nebraska,1.604,2273.0,479.9,348.6,2.8,4.5857,68.4,4.25,140.3,3.0,22935.42,12.3
1993,Nebraska,1.617,2388.7,504.5,377.8,2.8,4.5286,67.7,4.25,144.5,3.0,23132.67,11.9
1994,Nebraska,1.63,2562.9,551.5,389.5,2.6,4.4714,68.0,4.25,148.2,2.6,23753.53,11.3
1995,Nebraska,1.643,2730.1,597.8,382.0,2.6,4.4143,67.1,4.25,152.4,2.8,24705.66,11.0
1996,Nebraska,1.6569999999999998,2857.6,595.6,434.7,2.7,4.3571,66.8,4.25,156.9,2.9,25913.9,11.1
1997,Nebraska,1.67,2885.7,593.5,438.4,2.4,4.3,66.7,4.75,160.5,2.3,27426.0,11.0
1998,Nebraska,1.6840000000000002,2998.6,584.6,451.4,2.5,4.2,69.9,5.15,163.0,1.6,28861.44,10.7
1999,Nebraska,1.6969999999999998,3164.9,589.4,430.2,2.7,4.1,70.9,5.15,166.6,2.2,30469.84,10.8
2000,Nebraska,1.713,3299.5,656.3,327.6,2.8,4.0,70.2,5.15,172.2,3.4,32154.82,10.7
2001,Nebraska,1.7180000000000002,3579.6,862.7,303.1,3.1,4.0,70.1,5.15,177.1,2.8,32921.92,10.2
2002,Nebraska,1.725,3824.0,804.8,314.2,3.7,3.9,68.5,5.15,179.9,1.6,33252.09,9.8
2003,Nebraska,1.734,3921.5,1120.1,293.8,3.9,3.8,69.5,5.15,184.0,2.3,34064.95,9.9
2004,Nebraska,1.742,4068.4,975.0,308.6,3.9,3.7,71.2,5.15,188.9,2.7,35648.55,10.0
2005,Nebraska,1.7519999999999998,4166.1,986.7,287.3,3.8,3.6,70.2,5.15,195.3,3.4,36952.94,9.6
2006,Nebraska,1.76,4373.9,939.4,293.9,3.0,3.7,67.6,5.15,201.6,3.2,38651.41,9.2
2007,Nebraska,1.77,4757.3,1020.0,311.3,2.9,3.6,68.2,5.15,207.342,2.9,40405.48,9.1
2008,Nebraska,1.7819999999999998,5130.7,1055.8,312.3,3.2,3.5,69.6,5.85,215.303,3.8,41334.97,8.9
2009,Nebraska,1.797,5524.6,1139.7,289.4,4.7,3.5,70.2,6.55,214.537,-0.4,40711.61,8.8
2010,Nebraska,1.83,5693.3,1407.3,278.3,4.7,3.6,70.4,7.25,218.05599999999998,1.6,41673.83,9.1
2011,Nebraska,1.841,5762.4,1350.5,253.6,4.4,3.6,68.9,7.25,224.93900000000002,3.2,42979.61,9.7
2012,Nebraska,1.854,5929.4,1155.2,258.8,3.9,3.4,69.3,7.25,229.59400000000002,2.1,44321.67,10.0
2013,Nebraska,1.8659999999999999,6090.6,1196.1,264.8,3.7,3.3,68.2,7.25,232.957,1.5,44888.16,10.4
2014,Nebraska,1.88,6243.0,1207.9,276.2,3.3,3.2,66.7,7.25,236.736,1.6,46481.52,10.6
2015,Nebraska,1.892,6671.4,1141.6,272.8,3.0,3.1,68.1,8.0,237.017,0.1,48098.63,
2016,Nebraska,1.906,7269.7,1119.8,296.8,3.1,3.01,68.0,9.0,240.007,1.3,48642.15,
2017,Nebraska,1.9169999999999998,7398.0,1200.3,311.8,2.9,2.9,66.1,9.0,245.12,2.1,50321.89,
2018,Nebraska,1.926,7372.7,1193.6,289.9,2.9,2.9,66.4,9.0,251.107,2.4,52145.8,
2019,Nebraska,1.933,7438.8,1184.3,300.9,3.0,2.7,68.2,9.0,255.657,1.8,54099.99,
2020,Nebraska,1.9380000000000002,7503.4,1126.3,,4.2,,69.8,9.0,258.66,1.2,54640.99,
2021,Nebraska,1.943,7600.5,1083.5,,,,,,,4.8,,
2022,Nebraska,1.9480000000000002,7774.1,1067.5,,,,,,,,,
2023,Nebraska,1.953,8040.5,1083.6,,,,,,,,,
2024,Nebraska,1.9580000000000002,8400.4,1132.6,,,,,,,,,
2025,Nebraska,1.963,8845.3,1212.1,,,,,,,,,
2026,Nebraska,1.9680000000000002,9359.6,1316.8,,,,,,,,,
1970,Nevada,0.489,135.9,30.4,398.6,,3.5,,1.3,38.8,5.8,6186.24,
1971,Nevada,0.513,137.7,43.0,372.2,,3.75,,1.3,40.5,4.3,6497.08,
1972,Nevada,0.539,179.7,66.7,429.6,,4.0,,1.6,41.8,3.3,7133.8,
1973,Nevada,0.5670000000000001,205.9,57.4,572.1,,4.25,,1.6,44.4,6.2,7580.16,
1974,Nevada,0.595,210.7,65.2,682.4,,4.5,,1.6,49.3,11.1,8030.76,
1975,Nevada,0.625,234.2,89.5,678.7,,4.75,,1.6,53.8,9.1,8630.92,
1976,Nevada,0.657,280.5,126.5,691.0,8.9,5.0,,2.2,56.9,5.7,9226.48,15.7
1977,Nevada,0.69,299.3,166.5,743.0,6.8,5.1,,2.2,60.6,6.5,9779.44,16.2
1978,Nevada,0.725,327.6,187.5,780.8,4.4,5.2,,2.2,65.2,7.6,10556.03,15.6
1979,Nevada,0.762,374.5,216.1,835.6,4.9,5.3,,2.9,72.6,11.3,11479.46,16.1
1980,Nevada,0.8,468.6,244.5,912.6,6.3,5.2,,3.1,82.4,13.5,12513.46,15.4
1981,Nevada,0.8340000000000001,475.5,305.4,896.4,7.3,5.1444,,3.35,90.9,10.3,13773.1,14.6
1982,Nevada,0.868,561.5,341.1,805.4,10.1,5.0889,,3.35,96.5,6.1,14531.34,15.1
1983,Nevada,0.904,578.9,372.5,655.2,9.8,5.0333,,3.35,99.6,3.2,15239.24,16.1
1984,Nevada,0.9420000000000001,563.9,338.4,628.5,7.7,4.9778,58.9,3.35,103.9,4.3,16135.07,15.7
1985,Nevada,0.981,615.9,363.7,667.1,7.5,4.9222,57.0,3.35,107.6,3.5,16822.51,16.4
1986,Nevada,1.022,758.0,412.8,718.9,6.3,4.8667,54.5,3.35,109.6,1.9,17321.82,17.1
1987,Nevada,1.064,824.3,431.5,695.7,6.2,4.8111,54.1,3.35,113.6,3.7,18426.51,16.8
1988,Nevada,1.1079999999999999,935.0,466.9,780.7,5.2,4.7556,54.3,3.35,118.3,4.1,19334.04,16.2
1989,Nevada,1.1540000000000001,1011.8,541.3,625.3,4.7,4.7,54.3,3.35,124.0,4.8,20099.55,16.8
1990,Nevada,1.202,1252.7,689.3,600.9,4.7,4.7,55.8,3.35,130.7,5.4,21027.98,17.1
1991,Nevada,1.265,1558.6,1016.7,677.0,5.9,4.6429,55.8,3.8,136.2,4.2,21811.6,16.9
1992,Nevada,1.33,1645.3,431.0,696.8,6.8,4.5857,55.1,4.25,140.3,3.0,22935.42,17.6
1993,Nevada,1.4,1667.4,498.5,875.2,6.9,4.5286,55.8,4.25,144.5,3.0,23132.67,17.5
1994,Nevada,1.473,1761.8,479.1,1001.9,6.2,4.4714,55.8,4.25,148.2,2.6,23753.53,17.0
1995,Nevada,1.55,1847.2,582.6,945.2,5.6,4.4143,58.6,4.25,152.4,2.8,24705.66,16.0
1996,Nevada,1.631,2080.3,595.2,811.3,5.1,4.3571,61.1,4.25,156.9,2.9,25913.9,15.8
1997,Nevada,1.716,2438.4,640.9,798.7,4.4,4.3,61.2,4.75,160.5,2.3,27426.0,14.9
1998,Nevada,1.805,2607.1,493.5,643.6,4.2,4.2,61.4,5.15,163.0,1.6,28861.44,13.8
1999,Nevada,1.899,2986.7,692.0,569.9,4.0,4.1,63.7,5.15,166.6,2.2,30469.84,12.9
2000,Nevada,2.0180000000000002,3070.8,693.4,524.2,4.1,4.0,64.0,5.15,172.2,3.4,32154.82,12.8
2001,Nevada,2.095,3480.4,806.0,589.2,5.2,4.0,64.6,5.15,177.1,2.8,32921.92,12.9
2002,Nevada,2.166,3755.8,999.3,639.3,5.7,3.9,65.3,5.15,179.9,1.6,33252.09,13.0
2003,Nevada,2.237,3941.0,1107.4,616.0,5.3,3.8,64.8,5.15,184.0,2.3,34064.95,13.6
2004,Nevada,2.329,4251.5,1149.4,616.4,4.4,3.7,65.7,5.15,188.9,2.7,35648.55,13.7
2005,Nevada,2.4090000000000003,4591.3,1047.2,607.5,4.1,3.6,63.4,5.15,195.3,3.4,36952.94,13.3
2006,Nevada,2.4930000000000003,5240.4,1015.4,748.8,4.0,3.7,65.7,5.15,201.6,3.2,38651.41,12.6
2007,Nevada,2.568,5777.5,1120.4,754.9,4.6,3.6,63.3,6.15,207.342,2.9,40405.48,13.1
2008,Nevada,2.616,6361.3,1267.8,729.7,6.9,3.5,63.6,6.33,215.303,3.8,41334.97,14.0
2009,Nevada,2.6430000000000002,5954.0,1868.6,705.2,11.7,3.5,62.4,6.55,214.537,-0.4,40711.61,15.8
2010,Nevada,2.702,5667.0,3061.3,663.0,13.8,3.6,59.7,7.25,218.05599999999998,1.6,41673.83,17.2
2011,Nevada,2.713,5678.9,2716.4,568.1,13.3,3.6,56.2,7.25,224.93900000000002,3.2,42979.61,18.9
2012,Nevada,2.745,5463.0,2299.6,608.6,11.6,3.4,55.7,7.25,229.59400000000002,2.1,44321.67,19.6
2013,Nevada,2.7769999999999997,5476.3,1889.0,605.0,10.0,3.3,56.0,7.25,232.957,1.5,44888.16,19.9
2014,Nevada,2.819,5736.6,1932.4,635.7,8.2,3.2,56.0,7.25,236.736,1.6,46481.52,20.5
2015,Nevada,2.8689999999999998,6078.4,1439.5,697.6,6.8,3.1,54.8,7.25,237.017,0.1,48098.63,
2016,Nevada,2.92,6186.3,1388.3,677.9,5.8,3.01,54.5,7.25,240.007,1.3,48642.15,
2017,Nevada,2.972,6783.0,1408.9,560.6,5.0,2.9,55.0,7.25,245.12,2.1,50321.89,
2018,Nevada,3.031,7208.4,1403.4,552.1,4.4,2.9,57.8,7.25,251.107,2.4,52145.8,
2019,Nevada,3.091,8155.6,1512.3,493.8,3.9,2.7,58.2,7.25,255.657,1.8,54099.99,
2020,Nevada,3.138,8950.6,1522.4,,12.8,,61.2,7.25,258.66,1.2,54640.99,
2021,Nevada,3.1860000000000004,9652.3,1535.6,,,,,,,4.8,,
2022,Nevada,3.235,10255.6,1560.1,,,,,,,,,
2023,Nevada,3.285,10750.8,1599.7,,,,,,,,,
2024,Nevada,3.3360000000000003,11136.9,1655.4,,,,,,,,,
2025,Nevada,3.387,11424.3,1727.0,,,,,,,,,
2026,Nevada,3.4389999999999996,11634.2,1812.7,,,,,,,,,
1970,New Hampshire,0.738,166.6,19.5,56.0,,3.5,,1.45,38.8,5.8,6186.24,
1971,New Hampshire,0.754,190.1,37.3,76.1,,3.75,,1.45,40.5,4.3,6497.08,
1972,New Hampshire,0.7709999999999999,211.7,54.6,63.7,,4.0,,1.6,41.8,3.3,7133.8,
1973,New Hampshire,0.7879999999999999,215.6,40.4,82.0,,4.25,,1.6,44.4,6.2,7580.16,
1974,New Hampshire,0.8059999999999999,239.2,47.0,91.5,,4.5,,1.6,49.3,11.1,8030.76,
1975,New Hampshire,0.8240000000000001,293.7,74.8,99.8,,4.75,,1.6,53.8,9.1,8630.92,
1976,New Hampshire,0.843,320.6,96.8,86.3,6.4,5.0,,2.2,56.9,5.7,9226.48,15.6
1977,New Hampshire,0.861,353.6,146.7,113.1,5.6,5.1,,2.2,60.6,6.5,9779.44,15.7
1978,New Hampshire,0.8809999999999999,351.3,146.8,118.8,3.8,5.2,,2.2,65.2,7.6,10556.03,15.6
1979,New Hampshire,0.9,396.5,185.3,139.9,3.1,5.3,,2.9,72.6,11.3,11479.46,15.2
1980,New Hampshire,0.9209999999999999,440.3,209.4,179.8,4.5,5.2,,3.1,82.4,13.5,12513.46,16.4
1981,New Hampshire,0.938,511.5,245.3,147.1,5.1,5.1444,,3.35,90.9,10.3,13773.1,16.9
1982,New Hampshire,0.956,531.6,275.8,124.8,6.9,5.0889,,3.35,96.5,6.1,14531.34,17.0
1983,New Hampshire,0.9740000000000001,571.2,298.6,125.1,5.5,5.0333,,3.35,99.6,3.2,15239.24,15.9
1984,New Hampshire,0.992,592.3,263.6,133.9,4.2,4.9778,67.1,3.35,103.9,4.3,16135.07,13.9
1985,New Hampshire,1.011,616.0,275.3,140.8,3.7,4.9222,65.5,3.35,107.6,3.5,16822.51,11.8
1986,New Hampshire,1.03,735.7,314.3,139.5,2.6,4.8667,64.8,3.35,109.6,1.9,17321.82,10.3
1987,New Hampshire,1.0490000000000002,869.2,328.5,149.6,2.2,4.8111,66.4,3.35,113.6,3.7,18426.51,9.6
1988,New Hampshire,1.069,982.9,325.5,147.9,2.4,4.7556,67.9,3.55,118.3,4.1,19334.04,9.3
1989,New Hampshire,1.089,1134.8,411.6,168.5,3.3,4.7,67.0,3.55,124.0,4.8,20099.55,10.3
1990,New Hampshire,1.109,1237.3,504.3,131.5,5.3,4.7,65.0,3.55,130.7,5.4,21027.98,11.4
1991,New Hampshire,1.121,1273.9,640.2,119.3,6.8,4.6429,66.8,3.85,136.2,4.2,21811.6,12.2
1992,New Hampshire,1.133,1324.4,406.3,125.7,7.3,4.5857,66.6,4.25,140.3,3.0,22935.42,12.5
1993,New Hampshire,1.146,1398.6,426.3,137.8,6.1,4.5286,65.4,4.25,144.5,3.0,23132.67,12.7
1994,New Hampshire,1.158,1436.4,410.0,116.8,4.5,4.4714,65.1,4.25,148.2,2.6,23753.53,12.3
1995,New Hampshire,1.171,1549.0,448.4,114.5,3.8,4.4143,66.0,4.25,152.4,2.8,24705.66,11.9
1996,New Hampshire,1.1840000000000002,1647.7,450.0,118.2,3.8,4.3571,65.0,4.25,156.9,2.9,25913.9,11.2
1997,New Hampshire,1.196,1787.8,427.3,113.2,3.4,4.3,66.8,4.75,160.5,2.3,27426.0,10.4
1998,New Hampshire,1.209,1824.1,445.1,107.2,2.8,4.2,69.6,5.15,163.0,1.6,28861.44,9.6
1999,New Hampshire,1.2229999999999999,1868.7,456.7,96.5,2.7,4.1,70.2,5.15,166.6,2.2,30469.84,9.1
2000,New Hampshire,1.24,2082.9,476.7,175.4,2.7,4.0,69.2,5.15,172.2,3.4,32154.82,8.4
2001,New Hampshire,1.2570000000000001,2250.6,526.8,170.2,3.4,4.0,68.4,5.15,177.1,2.8,32921.92,7.7
